researchlogid	government	researchlogtype	researchlogdate	researchlogvolumefrom	researchlogfrom	researchlogvolumeto	researchlogto	researchlogismissing	researchlognotes	researchlogdisposition	event
1046	2341	102	2013-11-20	1	form	6	comp	f			\N
1047	2341	109	2013-11-20	1	form	7	1945	f			\N
1049	2342	73	2014-05-05	1	1912	5	1934	f	In dockets.		\N
1050	2342	67	2016-03-23	1	1912	5	1934	f			\N
1051	2342	66	2017-02-21	1	1901	14	1978	f			\N
1052	2342	102	2015-10-31	1	1855	5	1970	f	Went through Dockets 1 and 2 page by page.		\N
1053	2342	109	2015-10-31	5	1850s	5	1870s	f	Skimmed through index, and also looked at 1862 -- did not see anything miscellaneous (in particular, nothing regarding Salisbury's charter).		\N
1054	2342	47	2017-02-21	1	1856	4	1913	f			\N
1056	2342	47	2017-02-21	8	1933	8	1952	f			\N
1057	2342	8	2017-02-21	New Centerville, 1939	1939	New Centerville, 1942	1942	f			\N
1058	2342	109	2016-03-23	8	1902	10	1917	f	This appears to be almost exclusively criminal.		\N
1059	2342	8	2017-02-21	Milford, 1939	1939	Milford, 1942	1942	f			\N
1060	2342	108	2017-02-21	A	form	A	1843	f	Went through page by page.		\N
1061	2342	108	2017-02-21	4	1906	4	1919	f			\N
1062	2342	102	2015-10-31	8	1971	8	1977	f	Not sure if this is a continuation of the Road Docket or Road Reports, but the binding has Road Docket.		\N
1063	2342	113	2014-05-05	9	1970s	9	unk	f			\N
1064	2342	110	2015-10-31		form		1920s	f	I checked through the first few letters of this index -- appears to be all criminal.		\N
1066	2342	56	2016-03-23					f	They had no codifications of ordinances.		\N
1067	2342	67	2014-05-05	6	1935	8	1970	f			\N
1070	2343	110	2014-10-29	1	form	3	2000	f			\N
1071	2343	105	2014-10-29	1	form	1	1871	f			\N
1072	2343	89	2014-10-29	1	1996	1	1999	f	ROD		\N
1074	2343	37	2014-10-29	1876-1929	1876	1929-1950	1950	f			\N
1075	2343	102	2014-10-29	1	form	2	1906	f			\N
1078	2343	109	2014-10-29	8	1929	9	1940	f			\N
1079	2343	109	2014-10-29	4	1897	5	1915	f			\N
1080	2343	109	2014-10-29	1	form	3	1896	f	Investigated page by page. Docket 1 very incomplete.		\N
1081	2343	15	2014-10-29	1	1859	4	1971	f			\N
1082	2343	109	2014-10-29	11	1953	11	1967	f			\N
1083	2343	102	2014-10-29	3	1992	3	1998	f			\N
1084	2344	56	2014-~01-~01					f	Per memory.		\N
1085	2344	109	2016-08-08	1	form	9	1883	f	Nothing found in Docket 2, which mostly contained Common Pleas.		\N
1086	2344	104	2016-08-08	1	form	3	comp	f			\N
1087	2344	110	2016-08-08	1	1870	1	1906	f			\N
1088	2344	67	2016-08-08	1	1877	2	1899	f			\N
1089	2344	73	2014-07-29	1	1877	2	1899	f			\N
1094	2344	102	2016-08-08	1	1821	2	1840	f			\N
1095	2344	71	2014-07-29	1		1		f	Letters of Attorney Book Index.		\N
1096	2344	67	2014-07-29	3	1900	16	1996	f			\N
1098	2345	95	2015-04-22					f	Went through scanned index by municipality in LANDEX.		\N
1100	2345	104	2015-05-15	1	form	1	comp	f			\N
1103	2345	110	2015-05-15	2	1909	3	1972	f			\N
1105	2345	56	2015-05-15					f			\N
1106	2345	102	2016-10-13	C	1850	E	1889	f			\N
1107	2345	109	2016-10-13	A	1821	E	1880	f	Went through page by page. I did not find many of the Borough incorporations.		\N
1108	2345	110	2016-10-13	1	1830s	1	1909	f			\N
1109	2346	112	2016-11-14					f	Staff did not find anything for New Berlin proceedings in 1837 or 1838.		\N
1110	2346	102	2016-11-14	1852-1858	1852	1880-1886	1886	f	Went through page-by-page		\N
1112	2346	109	2012-10-06	11	1950	14	1966	f	Nothing relevant.		\N
1113	2346	102	2013-12-04	1852-1858	1852	1885-1891	1891	f			\N
1114	2346	109	2013-12-12	14	1963	15	1971	f	Nothing relevant.		\N
1115	2346	35	2013-12-12	16	1970	17	1976	f	Nothing relevant.		\N
1116	2347	109	2015-07-14	1855-1865	1855	1855-1865	1865	f	This docket is not labeled Docket 4, but should actually be Docket 4 based on a citation in Q.S.P.D. Docket 2, Page 303. Went through page by page.		\N
1117	2347	93	2015-07-14	7	1878	7	1882	f	There is a volume labeled as Quarter Sessions Petition Docket No. 7 that appears to actually be a criminal docket. Brief skim reveals the cases in this docket are all Commonwealth as Plaintiff. Actual Q.S.P.D. Docket 7 starts over 30 years later.		\N
1119	2347	15	2015-07-14	1	1861	14	1974	f	I looked at the indexes in the fronts of the books. Note that there is also a Charter Book 15; however, it has no index and I did not search.		\N
1120	2347	109	2015-07-14	5	1865	5	1866	f	Went through page by page.		\N
1121	2347	56	2015-07-14					f			\N
1122	2347	102	2015-07-14	6	1934	7	comp	f			\N
1123	2347	93	2015-07-14	1	1866	17	1976	f	Went through all of the Quarter Sessions Petition Dockets (Q.S.P.D.) Dockets. Docket 1 appears to have Common Pleas as well -- went through this docket page by page. The county also has Common Pleas Petition Dockets (C.P.P.D.) that also start in the 1800s. It appears that the road cases previously recorded in the Q.S.P.D. were entered in the C.P.P.D. starting in 1973 or 1974.		\N
1124	2347	109	2017-05-17	2	1830	3	1856	f	Went through page by page.		\N
1125	2347	102	2017-05-17	5	1907	5	1934	f			\N
1126	2347	109	2015-07-14	4	1855	4	1865	f	This is a smaller docket than the one than is only labeled 1855-1865. Went through page by page. Although it is specifically labeled Docket 4, is probably just a minute book based on a citation in Q.S.P.D. Docket 2, Page 303 that appears to reference the volume only labeled 1855-1865 as Docket 4.		\N
1127	2347	102	2015-07-14	1	form	4	1907	f	Docket 1 is labeled "Road and Sessions" Docket. Went through Dockets 1 and 4 page by page.		\N
1129	2348	110	2015-10-28	13-17	1905	18-22	1950	f			\N
1130	2348	109	2015-10-28	16	1920	16	1923	f			\N
1131	2348	95	2015-10-28		form		1989	f	Is part of a book labeled "Index Book" that has other types of indexes.		\N
1132	2348	109	2015-10-28	21	1941	21	1946	f			\N
1134	2348	109	2015-10-28	18	1927	19	1934	f			\N
1137	2348	15	2015-10-28		form		1989	f	Is part of a book labeled "Index Book" that has other types of indexes. Also checked books 1-9 (1865-comp).		\N
1140	2348	109	2015-10-28	13	1905	14	1915	f			\N
1141	2348	56	2015-10-28					f			\N
1142	2348	105	2016-05-16	1852-1878	1852	1852-1878	1878	f	This is labeled as a Road Docket.		\N
1143	2348	104	2016-05-16					f	There are 2 volumes: one covers only Docket 4, and the other covers the remaining.		\N
1145	2348	105	2016-05-17	1879-1900	1879	1879-1900	1900	f	This is labeled as a Road Docket.		\N
1146	2348	102	2016-05-17	5	1939	5	1980s	f			\N
1147	2348	67	2016-05-17	1	1970s	1	1982	f			\N
1148	2348	109	2016-05-17	23	1951	31	1968	f	I went through these page-by-page, as it appears that these are not indexed in the Criminal Index. The newer cases include mention of indexing in the cost entries.		\N
1151	2349	110	2014-09-18	1, p. 1 (A)	form	1, p. 110 (C)	1898	f			\N
1153	2349	110	2014-09-18	4	1937	6	1977	f			\N
1154	2349	15	2014-09-18					f			\N
1155	2349	104	2016-08-25	1, p. 136 (H)	form	1, end (Z)	1937	f			\N
1156	2349	109	2016-03-17	1899	1899	1939-1940	1940	f	It does not appear that books after this have indexes in the front.		\N
1157	2349	73	2016-03-17	1	1973	1	1999	f			\N
1158	2349	110	2015-09-24	2, p. 160 (E)	1899	2, p. 171 (E)	1923	f			\N
1159	2349	110	2015-09-24	1, p. 187 (G)	form	1, p. 216 (G)	1898	f			\N
1160	2349	104	2015-09-24	1, p. 1 (A)	form	1, p. 81 (C)	1937	f			\N
1161	2349	101	2016-08-24	9	1839	9	1841	f	Nothing found.		\N
1162	2349	101	2016-08-24	30	1907	31	1913	f	Nothing found.		\N
1163	2349	109	2016-08-24	1826-1842	1826	1897-1898 (2)	1899	f	Nothing found in Dockets 1826-1842, 1855-1860 (this may be a minute book), and 1885-1886. Went through Dockets 1826-1842, 1842-1848, and 1849-1858 page-by-page. There were a large number of pages cut out of Docket 1860-1865 between pp. 361 and 531, but there was no evidence in the index that there was ever anything on those pages. There are 2 dockets labeled 1897-1898.		\N
1165	2349	56	2014-09-18					f	Per memory.		\N
1166	2349	110	2015-09-24	3, p. 216 (H)	1924	3, end (Z)	1936	f			\N
1167	2349	63	2015-09-24	1907-1916, 1909-10-25	1909	1916-1919, 1918-04-29	1918	f	Nothing regarding East Bethlehem's first class township status found.		\N
1168	2349	104	2016-08-24	1, p. 82 (D)	form	1, p. 135 (F)	1937	f			\N
1169	2349	78	2017-05-25					f	"County commissioners' minutes for July 1915"		\N
1170	2349	110	2014-09-18	3, p. 1 (A)	1924	3, p. 215 (G)	1936	f			\N
1171	2350	109	2015-09-14	6	1903	9	1931	f	Nothing relevant found in Docket 9.		\N
1172	2350	67	2015-09-14	1	1984	1	comp	f	Nothing relevant found.		\N
1173	2350	109	2012-10-13	3	1874	4	1892	f	Taken from spreadsheet.		\N
1174	2350	109	2012-10-13	1	1856	1	1861	f	Taken from spreadsheet.		\N
1176	2350	109	2012-10-13	10	1932	20	1972	f	Taken from spreadsheet. No results in Dockets 10-11 (1932-1939), 13 (1943-1948), 15 (1953-1957), 17 (1962-1965), or 19-20 (1968-1972).		\N
1177	2350	56	2012-10-13					f	Per memory.		\N
1178	2350	109	2015-09-14	F	1852	F	1853	f	No index, went through page-by-page.		\N
1179	2350	109	2015-09-14	2	1861	2	1875	f	No index, went through page-by-page.		\N
1180	2350	104	2015-09-14	2	1927	2	1964	f	Nothing relevant found.		\N
1182	2350	102	2015-09-14	7	1938	7	comp	f	Nothing relevant found.		\N
1183	2351	81	2014-08-12					f	"All the contents of that binder in the possession of the Department of Records Management, believed to originate from the Tax Office, the Tax Assessment Office, or from one of its current or former employees, containing information concerning municipal incorporations and annexations in Westmoreland County, which includes, but is not limited to, a list of municipal boundary cases in the Clerk of Courts Civil Dockets."		\N
1185	2351	17	2015-03-19	6 (1913-1916)	1913	16 (1946)	1946	f	Examined whole film for films 2 and 3 and remaining portion of film 4.		\N
1186	2351	102	2015-03-19	4	1889	14	1992	f			\N
1187	2351	110	2015-03-23	8	1886	8	1887	f			\N
1188	2351	17	2015-03-23	1 (Feb 1892)	1892	5 (1909-1912)	1912	f	Reviewed Film 1.		\N
1189	2351	109	2015-03-23	9	1887	14	1892	f	Reviewed part of Film 2D. Nothing found in Dockets 11 and 14. Did not search Dockets 15 and after.		\N
1190	2351	56	2014-05-06					f			\N
1191	2351	109	2016-08-26	1844-1855	1844	1862-1870	1870	f	Extremely difficult to read. I did not see anything for Mount Pleasant.		\N
1192	2351	104	2016-08-26	1	1845	1	1861	f	Index stops in 1861 although book goes to 1866.		\N
1193	2351	18	2014-05-08	12 (1932-1935)	1932	16 (1943-1946)	1946	f			\N
1194	2351	17	2014-05-08	17 (1946-1948)	1946	23 (1959-1960)	1960	f	Constitutes all books whose indexes are on films 4-6.		\N
1195	2351	109	2016-08-26	1	1871	8	1887	f			\N
1196	2351	38	2015-03-04	A	form	C	1890s	f			\N
1197	2351	37	2015-02-28	G	form	L	1890s	f	Nothing found.		\N
1198	2351	17	2014-05-06	24 (1960-1961)	1960	29 (1966-1967)	1967	f			\N
1199	2351	38	2015-02-28	D	form	Z	1890s	f			\N
1200	2351	17	2014-05-06	30	1960s	35	1980s	f			\N
1201	2351	15	2014-05-06					f			\N
1204	2351	101	2017-05-24	4	1830s	5	1840s	f	and Bridges. Went through page by page.		\N
1205	2351	37	2015-03-04	M	form	R	1890s	f			\N
1206	2351	37	2015-03-07	A	form	F	1890s	f	Page F182 missing from microfilm.		\N
1207	2351	37	2015-03-07	S	form	Z	1890s	f			\N
1208	2352	56	2014-06-04					f			\N
1210	2352	109	2014-06-04	1	form	19	1972	f	Went through dockets 1-3 page by page.		\N
1211	2352	102	2014-06-04	1	form	5	2012	f	There was also a Road Docket 6 on the shelf, but there is nothing in it yet.		\N
1212	2352	35	2014-06-04	20	unk	20	1974	f			\N
1214	2352	37	2014-06-04		form		1910	f			\N
1215	2353	67	2012-10-~01	17	1950s	21	1960s	f	Per notes written on February 17, 2013.		\N
1216	2353	67	2015-07-30	1, p. 1	1882	1, p. 72	1884	f			\N
1218	2353	73	2015-04-02	2	1895	3	1906	f	Should probably double check York.		\N
1219	2353	67	2014-03-10	5	1910	8	1930s	f			\N
1221	2353	67	2015-04-02	4	1906	4	1910	f			\N
1222	2353	67	2015-04-02	32	1971	34	1973	f			\N
1223	2353	63	2015-04-02	1920-09-07, p. 40	1920	1921-04-11, p. 77	1921	f			\N
1224	2353	41	2015-04-02	1902-1927	1902	1902-1927	1927	f	I briefly skimmed through this book. It appears that the first election where they elected commissioners in Spring Garden was in November 1921. For the other years before, it appears they were electing the same officers as the other townships.		\N
1225	2353	67	2013-06-24	9	1930s	10	1940s	f	Per notes written in late 2013 or early 2014.		\N
1226	2353	73	2015-04-21	1	1882	1	1895	f			\N
1227	2353	67	2015-04-21	2	1895	3	1906	f	Went through page by page.		\N
1228	2353	67	2014-03-10	24	1960s	29	1960s	f			\N
1229	2353	38	2014-03-09		form		1943	f			\N
1230	2353	67	2014-08-12	30	1970s	31	1970s	f			\N
1231	2353	67	2012-10-~01	11	1940s	11	1950s	f	Per notes written on February 17, 2013.		\N
1232	2353	67	2013-06-24	22	1960s	23	1960s	f	Per notes written in late 2013 or early 2014.		\N
1233	2353	67		12	1950s	16	1960s	f	Per notes written on October 4, 2012.		\N
1234	2353	73	2012-10-~01		1973		1994	f			\N
1235	2353	56	2014-~01-~01					f	Per memory.		\N
1236	2353	37	2014-03-09		form		1943	f			\N
1237	2353	109	2016-04-26	I	1856	Q	1883	f	While Docket O is labeled 1875-1876, it contains miscellaneous cases through 1882. Dockets OO, P, and Q, and Blotter 1877-1878 appear to have no miscellaneous cases.		\N
1238	2353	74	2016-04-26	1852		1855		f	Staff searched due to missing Sessions Docket H.		\N
1239	2353	109	2016-04-26	E	1846	G	1851	f	Docket E appears to be a road minute book.		\N
1240	2353	67	2016-04-26	1, p. 73	1884	1, p. 429	1892	f			\N
1241	3258	83	2010-07-25					f	"The following seventeen (17) ordinances referenced in Appendix A (Annexation of Territory) of the codification of ordinances for The Borough of Akron, namely: 75, dated 4/10/1950; 97, dated 3/4/1957; 98, dated 3/4/1957; 100, dated 3/18/1957; 101, dated 3/18/1957; 134, dated 3/6/1961; 142, dated 12/11/1961; 143, dated 12/11/1961; 150, dated 1/7/1963; 165, dated 7/13/1964; 169, dated 12/14/1964; 185, dated 3/6/1967; 192, dated 4/1/1968; 194, dated 5/6/1968; 215, dated 3/9/1970; 216, dated 3/9/1970; & 218, dated 4/6/1970."		\N
1242	3258	79	2013-03-14					f	"*Exhibit containing legal descriptions, referenced in the petitions to the Board of Elections for the boundary change referendum held November 6, 1990. *Agreement between the Borough of Akron and the Township of Ephrata concerning the boundary change referendum held November 6, 1990. *Ordinance 391, dated February 8, 1993, concerning a zoning map amendment."		\N
1243	3255	83	2010-06-27					f	"Those seven (7) ordinances listed under Appendix A (Annexation of Territory) in the codification of ordinances of The Borough of Adamstown, namely: 48 (of 12/14/1937), 80 (of 6/9/1947), 81 (of 6/9/1947), 84 (of 8/9/1948), 95 (of 2/9/1953), 102 (of 12/10/1956), and 114 (of 1/11/1960)"		\N
1244	5809	76	2015-04-15	Morning Call, 1902-04-28	1902	Morning Call, 1902-05-28	1902	f	No mention of Whitehall becoming a first class township. Also no proclamation.		\N
1245	5809	76	2015-04-15	Morning Call, 1901-02-20	1901	Morning Call, 1901-02-21	1901	f	Election results do not show if Whitehall elected supervisors or commissioners.		\N
1246	5300	83	2016-04-19					f	"Any annexation ordinances enacted by The Borough of Slatington."		\N
1247	4557	83	2010-06-28					f	"All those nine (9) ordinances listed in Appendix B (Boundary Changes) of the codification of ordinances for The Borough of Macungie, namely: 6 (dated 4/29/1868), 82 (dated 10/6/1924), 170 (dated 5/6/1957), 176 (dated 5/4/1959), 177 (dated 6/1/1959), 186 (dated 10/18/1960), 199 (dated 10/7/1963), 212 (dated 9/13/1965), and 221 (dated 6/6/1966)."		\N
1248	4029	83	2010-06-27					f	"Those four (4) ordinances listed under Appendix B (Annexation of Territory) in the codification of ordinances of The Borough of Fountain Hill, namely: 58 (of November 22, 1919), 75 (of January 22, 1923), 157 (of August 22, 1949), and 158 (of September 6, 1949)"		\N
1250	3954	83	2010-07-18					f	"Those seventeen (17) ordinances referenced in Appendix A (Annexation of Territory) of the codification of ordinances for The Borough of Emmaus, namely: 49 (dated 9/14/1903); 158 (dated 11/6/1922); 167 (dated 9/21/1925); 168 (dated 10/19/1925); 173 (dated 12/6/1926); 212 (dated 1/5/1931); 255 (dated 9/16/1940); 285 (dated 11/3/1947); 299 (dated 10/3/1949); 304 (dated 8/20/1951); 326 (dated 3/5/1956); 330 (dated 9/4/1956); 373 (dated 7/5/1960); 448 (dated 12/30/1968); 450 (dated 2/3/1969); 453 (dated 2/3/1969); & 484 (dated 8/21/1972)."		\N
1253	3714	83	2011-07-28					f	"The following ten (10) ordinances referenced in Appendix A (Annexation of Territory) of the code of ordinances of The Borough of Coopersburg, namely: 72, dated 1/4/1915; 86, dated 3/1928; 87, dated 9/4/1928; 97, dated 11/6/1934; 193, dated 4/1/1958; 197, dated 11/4/1958; 202-B, dated 1/21/1960; 248, dated 3/2/1965; 251, dated 6/29/1965; & 264-A, dated 6/11/1968."		\N
1254	3263	20	2016-04-16					f			\N
1255	3280	63	2012-02-01	1918-1922	1918	1940-1942	1942	f	These books are scanned and available at the Allentown Public Library.		\N
1256	3280	100	2012-02-01	1084-3756	1917	25656-26430	1991	f	These books are scanned and available at the Allentown Public Library.		\N
1257	3280	89	2012-02-01	895-1437	1919	12986-13008	1990	f	These books are scanned and available at the Allentown Public Library.		\N
1258	3280	89	2016-10-26	5	1906	5	1909	f	Did not check index. Ordinance 103 had a note stating "Above proceedings abrogated by decree of the Court of Quarter Sessions of Lehigh County."		\N
1259	3280	89	2016-10-26	1	1867	1	1886	f			\N
1260	3280	63	2012-02-01	1944-1949	1944	1970-1971	1971	f	These books are scanned and available at the Allentown Public Library.		\N
1261	5871	82	2012-02-06					f	"Ordinance enacted on/about 4-Feb-1927, concerning annexation of territory."		\N
1262	5523	83	2012-08-08					f	"Ordinance 12, dated 2/7/1898, relating to annexation of territory."		\N
1263	5248	83	2012-08-04					f	"Examination of the original ordinance books of The Borough of Sellersville covering ordinances enacted from incorporation (1874) through 1974 (N.B.: This is not a request to view a codification of ordinances; rather, it is a request to view the original handwritten or typewritten books containing the ordinances in roughly chronological or numeric order, as the case may be)."		\N
