sourcecitationnoteid	sourcecitation	sourcecitationnotegroup	sourcecitationnotetype	sourcecitationnotetext
3105137	291735	\N	330	
3105138	291735	\N	331	
3105139	291735	\N	332	
3105140	291735	\N	333	
3105141	291735	\N	334	
3105142	291735	\N	335	Greenwich Township
3105143	291735	\N	336	
3105144	291735	\N	338	
3105145	291735	\N	339	
3105146	291735	\N	340	1887
3105147	291735	\N	342	
3105148	291735	\N	343	
3105149	291735	\N	381	Lenhartsville
3105150	291735	\N	666	1854
3105151	291735	\N	687	Boroughs
3105154	291736	\N	111	Berks
3105155	291736	\N	324	20
3105156	291736	\N	326	
3105157	291736	\N	327	
3105158	291736	\N	328	
3105159	291736	\N	329	
3105160	291736	\N	330	
3105161	291736	\N	331	
3105162	291736	\N	332	
3105163	291736	\N	333	
3105164	291736	\N	334	
3105165	291736	\N	335	
3105166	291736	\N	336	June
3105167	291736	\N	338	
3105168	291736	\N	339	
3105169	291736	\N	340	1927
3105170	291736	\N	342	
3105171	291736	\N	343	
3105172	291736	\N	381	Lyons
3105173	291736	\N	666	
3105174	291736	\N	687	Boroughs
3105177	291737	\N	111	Berks
3105178	291737	\N	324	18
3105179	291737	\N	326	
3105180	291737	\N	327	
3105181	291737	\N	328	
3105182	291737	\N	329	
3105183	291737	\N	330	
3105184	291737	\N	331	
3105185	291737	\N	332	
3105186	291737	\N	333	
3105187	291737	\N	334	
3105188	291737	\N	335	Cumru Township
3105189	291737	\N	336	Mar.
3105190	291737	\N	338	
3105191	291737	\N	339	
3105192	291737	\N	340	1907
3105193	291737	\N	342	
3105194	291737	\N	343	
3105195	291737	\N	381	Mohnton
3105196	291737	\N	666	S 1846
3105197	291737	\N	687	Boroughs
3105200	291738	\N	111	Berks
3105201	291738	\N	324	7
3105202	291738	\N	326	
3105203	291738	\N	327	
3105204	291738	\N	328	
3105205	291738	\N	329	
3105206	291738	\N	330	
3105207	291738	\N	331	
3105208	291738	\N	332	
3105209	291738	\N	333	
3105210	291738	\N	334	
3105211	291738	\N	335	Alsace Township
3105212	291738	\N	336	Nov.
3105213	291738	\N	338	
3105214	291738	\N	339	
3105215	291738	\N	340	1902
3105216	291738	\N	342	
3105217	291738	\N	343	
3105218	291738	\N	381	Mount Penn
3105219	291738	\N	666	1800
3105220	291738	\N	687	Boroughs
3105223	291739	\N	111	Berks
3105224	291739	\N	324	
3105225	291739	\N	326	
3105226	291739	\N	327	
3105227	291739	\N	328	1 Godcharles
3105228	291739	\N	329	2 Morton L. Montgomery, Historical and Biographical Annals of Berks County, Pennsylvania (Chicago, Ill.: J. H. Beers and Company, 1909).
3105229	291739	\N	330	
3105230	291739	\N	331	3 Berks County Commissioners, Berks County Governmental Functions and a Brief Historical Review, 1959.
3105231	291739	\N	332	
3105232	291739	\N	333	
3105233	291739	\N	334	
3105234	291739	\N	335	Heidelberg Township
3105235	291739	\N	336	
3105236	291739	\N	338	
3105237	291739	\N	339	
3105238	291739	\N	340	1913
3105239	291739	\N	342	1903
3105240	291739	\N	343	
3105241	291739	\N	381	Robesonia
3105242	291739	\N	666	
3105243	291739	\N	687	Boroughs
3105246	291740	\N	111	Berks
3105247	291740	\N	324	23
3105248	291740	\N	326	
3105249	291740	\N	327	
3105250	291740	\N	328	
3105251	291740	\N	329	
3105252	291740	\N	330	
3105253	291740	\N	331	
3105254	291740	\N	332	
3105255	291740	\N	333	
3105256	291740	\N	334	
3105257	291740	\N	335	Exeter Township
3105258	291740	\N	336	Apr.
3105259	291740	\N	338	
3105260	291740	\N	339	
3105261	291740	\N	340	1927
3105262	291740	\N	342	
3105263	291740	\N	343	
3105264	291740	\N	381	St. Lawrence
3105265	291740	\N	666	
3105266	291740	\N	687	Boroughs
3105269	291741	\N	111	Berks
3105270	291741	\N	324	18
3105271	291741	\N	326	
3105272	291741	\N	327	
3105273	291741	\N	328	
3105274	291741	\N	329	
3105275	291741	\N	330	
3105276	291741	\N	331	
3105277	291741	\N	332	
3105278	291741	\N	333	
3105279	291741	\N	334	
3105280	291741	\N	335	Cumru Township
3105281	291741	\N	336	Aug.
3105282	291741	\N	338	
3105283	291741	\N	339	
3105284	291741	\N	340	1908
3105285	291741	\N	342	
3105286	291741	\N	343	
3105287	291741	\N	381	Shillington
3105288	291741	\N	666	S 1844
3105289	291741	\N	687	Boroughs
3105292	291742	\N	111	Berks
3105293	291742	\N	324	
3105294	291742	\N	326	
3105295	291742	\N	327	
3105296	291742	\N	328	
3105297	291742	\N	329	
3105298	291742	\N	330	
3105299	291742	\N	331	
3105300	291742	\N	332	
3105301	291742	\N	333	
3105302	291742	\N	334	
3105303	291742	\N	335	Perry Township
3105304	291742	\N	336	
3105305	291742	\N	338	
3105306	291742	\N	339	
3105307	291742	\N	340	1921
3105308	291742	\N	342	
3105309	291742	\N	343	
3105310	291742	\N	381	Shoemakersville
3105311	291742	\N	666	
3105312	291742	\N	687	Boroughs
3105315	291743	\N	111	Berks
3105316	291743	\N	324	
3105317	291743	\N	326	
3105318	291743	\N	327	
3105319	291743	\N	328	1 Godcharles
3105320	291743	\N	329	2 Morton L. Montgomery, Historical and Biographical Annals of Berks County, Pennsylvania (Chicago, Ill.: J. H. Beers and Company, 1909).
3105321	291743	\N	330	
3105322	291743	\N	331	3 Berks County Commissioners, Berks County Governmental Functions and a Brief Historical Review, 1959.
3105323	291743	\N	332	
3105324	291743	\N	333	
3105325	291743	\N	334	
3105326	291743	\N	335	Lower Heidelberg Township
3105327	291743	\N	336	
3105328	291743	\N	338	
3105329	291743	\N	339	
3105330	291743	\N	340	1913
3105331	291743	\N	342	1911
3105332	291743	\N	343	
3105333	291743	\N	381	Sinking Spring
3105334	291743	\N	666	
3105335	291743	\N	687	Boroughs
3105338	291744	\N	111	Berks
3105339	291744	\N	324	
3105340	291744	\N	326	
3105341	291744	\N	327	
3105342	291744	\N	328	
3105343	291744	\N	329	
3105344	291744	\N	330	
3105345	291744	\N	331	
3105346	291744	\N	332	
3105347	291744	\N	333	
3105348	291744	\N	334	
3105349	291744	\N	335	Upper Tulpehocken Township
3105350	291744	\N	336	
3105351	291744	\N	338	
3105352	291744	\N	339	
3105353	291744	\N	340	1920
3105354	291744	\N	342	
3105355	291744	\N	343	
3105356	291744	\N	381	Strausstown
3105357	291744	\N	666	
3105358	291744	\N	687	Boroughs
3105361	291745	\N	111	Berks
3105362	291745	\N	324	
3105363	291745	\N	326	
3105364	291745	\N	327	
3105365	291745	\N	328	1 Godcharles
3105366	291745	\N	329	2 Morton L. Montgomery, Historical and Biographical Annals of Berks County, Pennsylvania (Chicago, Ill.: J. H. Beers and Company, 1909).
3105367	291745	\N	330	
3105368	291745	\N	331	3 Berks County Commissioners, Berks County Governmental Functions and a Brief Historical Review, 1959.
3105369	291745	\N	332	
3105370	291745	\N	333	
3105371	291745	\N	334	
3105372	291745	\N	335	Muhlenberg Township
3105373	291745	\N	336	
3105374	291745	\N	338	
3105375	291745	\N	339	
3105376	291745	\N	340	1920
3105377	291745	\N	342	1922
3105378	291745	\N	343	
3105379	291745	\N	381	Temple
3105380	291745	\N	666	
3105381	291745	\N	687	Boroughs
3105384	291746	\N	111	Berks
3105385	291746	\N	324	18
3105386	291746	\N	326	
3105387	291746	\N	327	
3105388	291746	\N	328	1 Godcharles
3105389	291746	\N	329	2 Morton L. Montgomery, Historical and Biographical Annals of Berks County, Pennsylvania (Chicago, Ill.: J. H. Beers and Company, 1909).
3105390	291746	\N	330	
3105391	291746	\N	331	3 Berks County Commissioners, Berks County Governmental Functions and a Brief Historical Review, 1959.
3105392	291746	\N	332	
3105393	291746	\N	333	
3105394	291746	\N	334	
3105395	291746	\N	335	Longswamp Township
3105396	291746	\N	336	Jan.
3105397	291746	\N	338	
3105398	291746	\N	339	
3105399	291746	\N	340	1877
3105400	291746	\N	342	1875
3105401	291746	\N	343	
3105402	291746	\N	381	Topton
3105403	291746	\N	666	S 1859
3105404	291746	\N	687	Boroughs
3105407	291747	\N	111	Berks
3105408	291747	\N	324	
3105409	291747	\N	326	
3105410	291747	\N	327	
3105411	291747	\N	328	
3105412	291747	\N	329	
3105413	291747	\N	330	
3105414	291747	\N	331	
3105415	291747	\N	332	
3105416	291747	\N	333	
3105417	291747	\N	334	
3105418	291747	\N	335	Heidelberg Township
3105419	291747	\N	336	
3105420	291747	\N	338	
3105421	291747	\N	339	
3105422	291747	\N	340	1914
3105423	291747	\N	342	
3105424	291747	\N	343	
3105425	291747	\N	381	Wernersville
3105426	291747	\N	666	
3105427	291747	\N	687	Boroughs
3105430	291748	\N	111	Berks
3105431	291748	\N	324	
3105432	291748	\N	326	
3105433	291748	\N	327	
3105434	291748	\N	328	1 Godcharles
3105435	291748	\N	329	2 Morton L. Montgomery, Historical and Biographical Annals of Berks County, Pennsylvania (Chicago, Ill.: J. H. Beers and Company, 1909).
3105436	291748	\N	330	
3105437	291748	\N	331	3 Berks County Commissioners, Berks County Governmental Functions and a Brief Historical Review, 1959.
3105438	291748	\N	332	
3105439	291748	\N	333	
3105440	291748	\N	334	
3105441	291748	\N	335	Spring Township
3105442	291748	\N	336	
3105443	291748	\N	338	
3105444	291748	\N	339	
3105445	291748	\N	340	1920
3105446	291748	\N	342	1923
3105447	291748	\N	343	
3105448	291748	\N	381	West Lawn
3105449	291748	\N	666	
3105450	291748	\N	687	Boroughs
3105453	291749	\N	111	Berks
3105454	291749	\N	324	18
3105455	291749	\N	326	
3105456	291749	\N	327	
3105457	291749	\N	328	
3105458	291749	\N	329	
3105459	291749	\N	330	
3105460	291749	\N	331	
3105461	291749	\N	332	
3105462	291749	\N	333	
3105463	291749	\N	334	
3105464	291749	\N	335	Spring and Cumru Twps.
3105465	291749	\N	336	Mar.
3105466	291749	\N	338	
3105467	291749	\N	339	
3105468	291749	\N	340	1907
3105469	291749	\N	342	
3105470	291749	\N	343	
3105471	291749	\N	381	West Reading
3105472	291749	\N	666	1873
3105473	291749	\N	687	Boroughs
3105476	291750	\N	111	Berks
3105477	291750	\N	324	
3105478	291750	\N	326	
3105479	291750	\N	327	
3105480	291750	\N	328	
3105481	291750	\N	329	
3105482	291750	\N	330	
3105483	291750	\N	331	
3105484	291750	\N	332	
3105485	291750	\N	333	
3105486	291750	\N	334	
3105487	291750	\N	335	Heidelberg Township
3105488	291750	\N	336	
3105489	291750	\N	338	
3105490	291750	\N	339	
3105491	291750	\N	340	1833
3105492	291750	\N	342	
3105493	291750	\N	343	
3105494	291750	\N	381	Womelsdorf
3105495	291750	\N	666	1762
3105496	291750	\N	687	Boroughs
3105499	291751	\N	111	Berks
3105500	291751	\N	324	22
3105501	291751	\N	326	
3105502	291751	\N	327	
3105503	291751	\N	328	
3105504	291751	\N	329	
3105505	291751	\N	330	
3105506	291751	\N	331	
3105507	291751	\N	332	
3105508	291751	\N	333	
3105509	291751	\N	334	
3105510	291751	\N	335	Spring Township
3105511	291751	\N	336	July
3105512	291751	\N	338	
3105513	291751	\N	339	
3105514	291751	\N	340	1906
3105515	291751	\N	342	
3105516	291751	\N	343	
3105517	291751	\N	381	Wyomissing
3105518	291751	\N	666	1896
3105519	291751	\N	687	Boroughs
3105522	291752	\N	111	Berks
3105523	291752	\N	324	
3105524	291752	\N	326	
3105525	291752	\N	327	
3105526	291752	\N	328	
3105527	291752	\N	329	
3105528	291752	\N	330	
3105529	291752	\N	331	
3105530	291752	\N	332	
3105531	291752	\N	333	
3105532	291752	\N	334	
3105533	291752	\N	335	Spring Township
3105534	291752	\N	336	
3105535	291752	\N	338	
3105536	291752	\N	339	
3105537	291752	\N	340	1920
3105538	291752	\N	342	
3105539	291752	\N	343	
3105540	291752	\N	381	Wyomissing Hills
3105541	291752	\N	666	
3105542	291752	\N	687	Boroughs
3105545	291753	\N	111	Berks
3105546	291753	\N	324	
3105547	291753	\N	326	
3105548	291753	\N	327	
3105549	291753	\N	328	
3105550	291753	\N	329	
3105551	291753	\N	330	
3105552	291753	\N	331	
3105553	291753	\N	332	
3105554	291753	\N	334	
3105555	291753	\N	335	
3105556	291753	\N	336	
3105557	291753	\N	338	
3105558	291753	\N	339	
3105559	291753	\N	340	1752
3105560	291753	\N	342	
3105561	291753	\N	343	
3105562	291753	\N	383	Albany
3105563	291753	\N	492	1743
3105564	291753	\N	687	Second Class Townships
3105567	291754	\N	111	Berks
3105568	291754	\N	324	4
3105569	291754	\N	326	
3105570	291754	\N	327	
3105571	291754	\N	328	1 Godcharles
3105572	291754	\N	329	
3105573	291754	\N	330	
3105574	291754	\N	331	2 Morton L. Montgomery, Historical and Biographical Annals of Berks County, Pennsylvania (Chicago, Ill.: J. H. Beers and Company, 1909).
3105575	291754	\N	332	3 Berks County Commissioners, Berks County Governmental Functions and a Brief Historical Review, 1959.
3105576	291754	\N	334	
3105577	291754	\N	335	Incorporated while part of Philadelphia County
3105578	291754	\N	336	Mar.
3105579	291754	\N	338	
3105580	291754	\N	339	
3105581	291754	\N	340	1745
3105582	291754	\N	342	1744
3105583	291754	\N	343	
3105584	291754	\N	383	Alsace
3105585	291754	\N	492	1735
3105586	291754	\N	687	Second Class Townships
3105589	291755	\N	111	Berks
3105590	291755	\N	324	3
3105591	291755	\N	326	
3105592	291755	\N	327	
3105593	291755	\N	328	
3105594	291755	\N	329	
3105595	291755	\N	330	
3105596	291755	\N	331	
3105597	291755	\N	332	
3105598	291755	\N	334	
3105599	291755	\N	335	Incorporated while part of Philadelphia County. In 1719, a petition was made to the Court to erect Amity Twp. and the Court granted the petition. However no record was made of the proceedings and the petition was renewed 25 years later in 1744.
3105600	291755	\N	336	Mar.
3105601	291755	\N	338	
3105602	291755	\N	339	
3105603	291755	\N	340	1744
3105604	291755	\N	342	
3105605	291755	\N	343	
3105606	291755	\N	383	Amity
3105607	291755	\N	492	About 1693
3105608	291755	\N	687	Second Class Townships
3105611	291756	\N	111	Berks
3105612	291756	\N	324	
3105613	291756	\N	326	
3105614	291756	\N	327	
3105615	291756	\N	328	
3105616	291756	\N	329	
3105617	291756	\N	330	
3105618	291756	\N	331	
3105619	291756	\N	332	
3105620	291756	\N	334	
3105621	291756	\N	335	Incorporated while part of Lancaster County
3105622	291756	\N	336	
3105623	291756	\N	338	
3105624	291756	\N	339	
3105625	291756	\N	340	1738
3105626	291756	\N	342	
3105627	291756	\N	343	
3105628	291756	\N	383	Bern
3105629	291756	\N	492	About 1734
3105630	291756	\N	687	Second Class Townships
3105633	291757	\N	111	Berks
3105634	291757	\N	324	
3105635	291757	\N	326	
3105636	291757	\N	327	
3105637	291757	\N	328	
3105638	291757	\N	329	
3105639	291757	\N	330	
3105640	291757	\N	331	
3105641	291757	\N	332	
3105642	291757	\N	334	
3105643	291757	\N	335	Incorporated while part of Lancaster County
3105644	291757	\N	336	May
3105645	291757	\N	338	
3105646	291757	\N	339	
3105647	291757	\N	340	1739
3105648	291757	\N	342	
3105649	291757	\N	343	
3105650	291757	\N	383	Bethel
3105651	291757	\N	492	1735
3105652	291757	\N	687	Second Class Townships
3105655	291758	\N	111	Berks
3105656	291758	\N	324	
3105657	291758	\N	326	
3105658	291758	\N	327	
3105659	291758	\N	328	
3105660	291758	\N	329	
3105661	291758	\N	330	
3105662	291758	\N	331	
3105663	291758	\N	332	
3105664	291758	\N	334	
3105665	291758	\N	335	Incorporated while part of York County
3105666	291758	\N	336	
3105667	291758	\N	338	
3105668	291758	\N	339	
3105669	291758	\N	340	1741
3105670	291758	\N	342	
3105671	291758	\N	343	
3105672	291758	\N	383	Brecknock
3105673	291758	\N	492	1729
3105674	291758	\N	687	Second Class Townships
3105677	291759	\N	111	Berks
3105678	291759	\N	324	
3105679	291759	\N	326	
3105680	291759	\N	327	
3105681	291759	\N	328	
3105682	291759	\N	329	
3105683	291759	\N	330	
3105684	291759	\N	331	
3105685	291759	\N	332	
3105686	291759	\N	334	
3105687	291759	\N	335	Incorporated while part of Chester County
3105688	291759	\N	336	
3105689	291759	\N	338	
3105690	291759	\N	339	
3105691	291759	\N	340	1729
3105692	291759	\N	342	
3105693	291759	\N	343	
3105694	291759	\N	383	Caernarvon
3105695	291759	\N	492	1700
3105696	291759	\N	687	Second Class Townships
3105699	291760	\N	111	Berks
3105700	291760	\N	324	2
3105701	291760	\N	326	
3105702	291760	\N	327	
3105703	291760	\N	328	
3105704	291760	\N	329	
3105705	291760	\N	330	
3105706	291760	\N	331	
3105707	291760	\N	332	
3105708	291760	\N	334	
3105709	291760	\N	335	Bern, Upper Bern and Penn Townships
3105710	291760	\N	336	Jan.
3105711	291760	\N	338	
3105712	291760	\N	339	
3105713	291760	\N	340	1843
3105714	291760	\N	342	
3105715	291760	\N	343	
3105716	291760	\N	383	Centre
3105717	291760	\N	492	
3105718	291760	\N	687	Second Class Townships
3105721	291761	\N	111	Berks
3105722	291761	\N	324	7
3105723	291761	\N	326	
3105724	291761	\N	327	
3105725	291761	\N	328	
3105726	291761	\N	329	
3105727	291761	\N	330	
3105728	291761	\N	331	
3105729	291761	\N	332	
3105730	291761	\N	334	
3105731	291761	\N	335	Incorporated while part of Philadelphia County
3105732	291761	\N	336	Sept.
3105733	291761	\N	338	
3105734	291761	\N	339	
3105735	291761	\N	340	1741
3105736	291761	\N	342	
3105737	291761	\N	343	
3105738	291761	\N	383	Colebrookdale
3105739	291761	\N	492	1720
3105740	291761	\N	687	Second Class Townships
3105743	291762	\N	111	Berks
3105744	291762	\N	324	
3105745	291762	\N	326	
3105746	291762	\N	327	
3105747	291762	\N	328	
3105748	291762	\N	329	
3105749	291762	\N	330	
3105750	291762	\N	331	
3105751	291762	\N	332	
3105752	291762	\N	334	
3105753	291762	\N	335	Lancaster County
3105754	291762	\N	336	
3105755	291762	\N	338	
3105756	291762	\N	339	
3105757	291762	\N	340	1737
3105758	291762	\N	342	
3105759	291762	\N	343	
3105760	291762	\N	383	Cumru
3105761	291762	\N	492	1732
3105762	291762	\N	687	Second Class Townships
3105765	291763	\N	111	Berks
3105766	291763	\N	324	
3105767	291763	\N	326	
3105768	291763	\N	327	
3105769	291763	\N	328	
3105770	291763	\N	329	
3105771	291763	\N	330	
3105772	291763	\N	331	
3105773	291763	\N	332	
3105774	291763	\N	334	
3105775	291763	\N	335	Oley and Colebrookdale Townships
3105776	291763	\N	336	
3105777	291763	\N	338	
3105778	291763	\N	339	
3105779	291763	\N	340	1759
3105780	291763	\N	342	
3105781	291763	\N	343	
3105782	291763	\N	383	District
3105783	291763	\N	492	
3105784	291763	\N	687	Second Class Townships
3105787	291764	\N	111	Berks
3105788	291764	\N	324	7
3105789	291764	\N	326	
3105790	291764	\N	327	
3105791	291764	\N	328	
3105792	291764	\N	329	
3105793	291764	\N	330	
3105794	291764	\N	331	
3105795	291764	\N	332	
3105796	291764	\N	334	
3105797	291764	\N	335	Erected while part of Philadelphia County
3105798	291764	\N	336	June
3105799	291764	\N	338	
3105800	291764	\N	339	
3105801	291764	\N	340	1736
3105802	291764	\N	342	
3105803	291764	\N	343	
3105804	291764	\N	383	Douglass
3105805	291764	\N	492	1720
3105806	291764	\N	687	Second Class Townships
3105809	291765	\N	111	Berks
3105810	291765	\N	324	
3105811	291765	\N	326	
3105812	291765	\N	327	
3105813	291765	\N	328	
3105814	291765	\N	329	
3105815	291765	\N	330	
3105816	291765	\N	331	
3105817	291765	\N	332	
3105818	291765	\N	334	
3105819	291765	\N	335	Oley Township
3105820	291765	\N	336	Nov.
3105821	291765	\N	338	
3105822	291765	\N	339	
3105823	291765	\N	340	1781
3105824	291765	\N	342	
3105825	291765	\N	343	
3105826	291765	\N	383	Earl
3105827	291765	\N	492	
3105828	291765	\N	687	Second Class Townships
3105831	291766	\N	111	Berks
3105832	291766	\N	324	7
3105833	291766	\N	326	
3105834	291766	\N	327	
3105835	291766	\N	328	
3105836	291766	\N	329	
3105837	291766	\N	330	
3105838	291766	\N	331	
3105839	291766	\N	332	
3105840	291766	\N	334	
3105841	291766	\N	335	Erected while part of Philadelphia County
3105842	291766	\N	336	Dec.
3105843	291766	\N	338	
3105844	291766	\N	339	
3105845	291766	\N	340	1741
3105846	291766	\N	342	
3105847	291766	\N	343	
3105848	291766	\N	383	Exeter
3105849	291766	\N	492	1718
3105850	291766	\N	687	Second Class Townships
3105853	291767	\N	111	Berks
3105854	291767	\N	324	
3105855	291767	\N	326	
3105856	291767	\N	327	
3105857	291767	\N	328	
3105858	291767	\N	329	
3105859	291767	\N	330	
3105860	291767	\N	331	
3105861	291767	\N	332	
3105862	291767	\N	334	
3105863	291767	\N	335	Albany Township
3105864	291767	\N	336	
3105865	291767	\N	338	
3105866	291767	\N	339	
3105867	291767	\N	340	1755
3105868	291767	\N	342	
3105869	291767	\N	343	
3105870	291767	\N	383	Greenwich
3105871	291767	\N	492	1749
3105872	291767	\N	687	Second Class Townships
3105875	291768	\N	111	Berks
3105876	291768	\N	324	
3105877	291768	\N	326	
3105878	291768	\N	327	
3105879	291768	\N	328	
3105880	291768	\N	329	
3105881	291768	\N	330	
3105882	291768	\N	331	
3105883	291768	\N	332	
3105884	291768	\N	334	
3105885	291768	\N	335	Incorporated while part of Lancaster County
3105886	291768	\N	336	
3105887	291768	\N	338	
3105888	291768	\N	339	
