metesdescriptionid	metesdescriptiontype	metesdescriptionsource	metesdescriptionbeginningpoint	metesdescriptionstateplane	metesdescriptionlongitude	metesdescriptionlatitude	metesdescriptionangle	metesdescriptionquality	metesdescriptionnotes	metesdescriptionname	event	metesdescriptionacres
1253	line after	decree, amended (docket)	point at the intersection of the northerly line of the Borough of Tarentum, the Westerly line of the Borough of Tarentum, and the line dividing the East Deer and Frazer Townships	100007	-79.7707200	40.5972709	-3.15				4796	0
1254	shape	ordinance	western line of the Borough of Honesdale in the center of Park Street	100007	-75.2609910	41.5753990	-5.9				4801	0
1255	shape	ordinance (municipal journal)	point on the southern boundary line of the City of Lebanon, Pennsylvania, at the junction of the center line of Poplar street (late Line street) with the center line of the Bismark road	100007	-76.4259335	40.3308389	-0.85	m			4804	-1
1256	shape	ordinance (municipal minutes)	point on the bank of the Juniata river, corner of the present boundary line of the Borough of Lewistown	100007	-77.5828420	40.5936800	5.1			Tract	4805	0
1257	whole before	pleading (docket)	stone at the corner of lot formerly owned by Joshua Morrison	100007	-77.5804990	40.5954940	0.15			Before	4805	0
1258	whole after	pleading (docket)	stone at the corner of lot formerly owned by Joshua Morrison	100007	-77.5833370	40.6008830	0			After	4805	0
1259	shape	decree	northwest corner of the Borough of Port Carbon, and the east line of the Borough of Pottsville	100007	-76.1860445	40.6928837	-4.5	m			4806	0
1260	shape	ordinance	chestnut stump in line of present boundary line between Montgomery Township and Clinton Township	100007	-76.8669659	41.1720845	-7.5	m			4807	-1
1261	shape	ordinance	stone on the south side of the Pennsylvania Railroad, and on the old original Borough line	100007	-76.5123618	40.1104975	-8.5	m		From East Donegal, Western Tract	4808	25
1262	shape	ordinance	tree on the aforesaid rock bluff on the bank of said S. R. Snyder's (formerly H. S. Hackman's) mill dam	100007	-76.4970839	40.1119793	-9.35	m		From East Donegal and Mount Joy, Southern and Eastern Tracts	4808	81.6875
1263	shape	ordinance	tree on the rocky bluff of the bank of the ?mill? dam formerly on the land of F. S. Hackman now on S. R. Snyder's land	100007	-76.4980459	40.1151189	-6.2	m		From Mount Joy, Northern Tract	4808	33.3125
1264	shape	ordinance	point on the eastern right of way line of the Pittsburgh Fort Wayne and Chicago Railway	100007	-80.4004540	40.8311630	1.05				4811	-1
1265	shape	ordinance	point in the center of Freeport Road, 51.75 feet more or less, northeastwardly along the line dividing this from lands of Mrs. Belle Chalfant	100007	-79.7598591	40.5670090	0	m			4812	0
1266	shape	decree (recorded)	corner at the eastern boundary line of the City of Harrisburg, and the northern right of way line of the Philadelphia and Reading Railroad Company, said corner being at the public road known as the Poor House Road	100007	-76.8257806	40.2568330	-6.5				4815	0
1267	shape	decree (recorded)	point in the northerly line of Dorranceton Borough and in the line between Lots #13 and #14, Third Division certified Kingston Township	100007	-75.8904594	41.2755246	-3.85	m			4818	298.56
1268	shape	ordinance (municipal journal)	point on the west side of the Schuylkill River, said point being a corner in the southern property line of the Metropolitan Electric Company and in the division line between properties of the said Metropolitan Electric Company and the Pennsylvania Railroad Company	100007	-75.9534726	40.3284832	-7.45	m			4819	-1
1269	shape	ordinance (newspaper)	stone monument, marking Southeast corner of the boundary of the Borough of Topton, situated at the intersection of the center lines of Haas and Weis streets	100007	-75.6964886	40.5009099	-7	m			4829	27.88
1270	shape	ordinance (docket)	point the inter-section of the present borough line and south side of Berkeley Street	100007	-79.7260930	39.8943670	0	m			4830	4.229
1271	shape	decree (recorded)	marked point in what was formerly the Berks and Dauphin Turnpike Road, now a state highway, a corner of Richard Hain's land	100007	-76.0909035	40.3324043	-7.75	m			4833	412.5
1272	shape	ordinance	point at or near the Northwestern corner of Henry Miller warrant and the Northwestern corner of the Baynton and Wharton Furnace tract warrant	100007	-78.4051000	40.4967270	-7.1				4836	60.81
1274	shape	decree (recorded)	stone in the township line between the Townships of Pine and Marshall and at the corner of property of the Burmar Plan of lots and M. P. Brennan	100007	-80.0693357	40.6328773	-2.5	m			4838	0
1275	shape	decree (recorded)	point on the intersection of the center line of Brownsville Road and the center line of Fairhaven Avenue in the Brightside Plan	100007	-79.9761450	40.3812993	-1.1	m			4839	0
1276	shape	ordinance (docket)	point on the borough line at the intersection of said borough line with the southerly line of Steel Street, said point being distant 22.65 feet westwardly from the corner of Stone and Steele Streets	100007	-79.8762380	40.0213510	3.75				4840	0
1277	shape	ordinance (newspaper)	point on the west Borough Line at the south line of Horning Avenue, said point being also the southwest corner of the Valley View Plan of Lots, situate in the Borough of Carrick	100007	-79.9879535	40.3817590	-1				4844	0
1278	shape	decree (docket)	point in the west line of the William Tomlinson Tract, being the south east corner of the present town plot of Kulpmont	100007	-76.4836600	40.7898000	-5	m			4851	0
1279	shape	ordinance	stone monument set in the boundary line	100007	-78.6209743	40.4277676	-4.7			Tract 1	4856	0
1280	shape	ordinance	concrete monument set in the boundary line of the Borough of Lilly	100007	-78.6111941	40.4266485	-5.4			Tract 2	4856	0
1281	shape	ordinance	point near the middle of the public road from Warwick to Manheim, the northwest corner of Lititz Borough as incorporated in 1888	100007	-76.3105765	40.1608199	0	m			4857	515.86775
1282	shape	ordinance	post in the southern line of the Borough of New Brighton, in the middle of New Brighton and Rochester Road as formerly established	100007	-80.3008850	40.7205360	0				4859	-1
1283	shape	decree (recorded)	point on the east right of way line of the Pittsburgh, Virginia and Charleston Railroad	100007	-79.8747039	40.3009343	0				4860	91.5
1284	whole	petition	point in the middle of the Schuylkill and Susquehanna Railroad	100007	-76.3925310	40.5529790	-7.65				4864	0
1285	shape	letters patent (recorded)	point on the bank of the River Lehigh in the line of Lehigh and Northampton Counties	100007	-75.3867888	40.6130727	-1.65	m			4866	0
1286	whole before	exhibit (docket)	western line of the Borough of Brackenridge	100007	0.0000000	0.0000000	0			Before	4869	0
1287	shape	ordinance (docket)	point on the line between the Borough of Tarentum and the Township of East Deer, said point being north 20 degrees, 30 minutes west, 584 feet along the division line between the said Borough of Tarentum and the Township of East Deer from the harbor line of the Allegheny river	100007	-79.7653180	40.5967190	0			Tract	4869	0
1288	whole after	exhibit (docket)	western line of the Borough of Brackenridge	100007	-79.7651410	40.5947819	0			After	4869	0
1289	shape	ordinance	point, where the center line of Boyd Street produced northwardly intersects the present borough line	100007	-79.8216826	40.4092034	-2.5				4872	-1
1290	shape	ordinance (docket)	corner of the Borough line on the east side of a fifty (50) foot street known as Veech Avenue	100007	-79.7354849	39.8995080	1.5	m			4875	8.25
1291	shape	ordinance	point on the Easterly line of the Borough of Wilkinsburg, being also the Easterly line of Woodlawn Cemetery, at the dividing line between properties of T. W. McFadden and John B. Heron, Jr.	100007	-79.8620841	40.4415255	-2.5	m			4877	0
1292	shape	ordinance (newspaper)	northwest corner of the present Borough on the bank of the Ohio river	100007	-80.2346635	40.6020461	1	m			4879	0
1293	shape	ordinance (newspaper)		100007	-75.6359003	40.3282335	-9	m			4880	10.824375
1294	shape	decree (recorded)	a point the intersection of the middle line of the Fox Chase and Huntingdon Turnpike Road with the middle line of a road leading from the said Turnpike Road to Bryn Athyn Station on the Philadelphia Newton and New York Railroad and thence to Terwood known as the Mill Road	100007	-75.0618778	40.1308402	-4.5	m			4882	0
1295	shape	decree (recorded, Montg. Co.)	a point in the County Line, or the Line dividing the Counties of Philadelphia and Montgomery, which point also marks the intersection of the middle lines of Cheltenham Avenue and "G" [= Hasbrook] Street	100007	-75.1066187	40.0438885	-3.5	m			4884	-1
1296	shape	letters patent (official communications)	stone in Valley Road, leading from Coatesville to Parkesburg, in a line of Land of Valley Township	100007	-75.8410176	39.9748365	-7.4	m			4887	0
1297	shape	correspondence (Census Bureau)	Penna. Railroad over Clear Run	100007	-78.7672754	41.1293371	-3	m			4889	0
1298	shape	decree (recorded)	stone monument, corner of the said City of Johnstown	100007	-78.9004480	40.2969890	0				4897	0
1299	line after	petition	a point in the middle of a public road KNOWN as the Paper Mill Road, and the line dividing the Townships of Abington and Moreland, in line of land of the "Charles Holcomb Estate", said point being at the distance of Sixty-one Hundred and Fifty feet [6150] feet Southeasterly from the intersection of the lines of the Townships of Horsham, Upper Dublin and Moreland	100007	-75.0947992	40.1282356	-20	m	Contains numerous curves along railroad right-of-way. May be able to calculate. Must add manually.		4901	0
1300	shape	ordinance	present Northwester Borough corner of the Borough of Mount Penn	100007	-75.8904701	40.3335825	-7.6	m			4902	8.653125
1301	shape	decree (recorded)	stone, corner to lands of William Coss and C. B. Coss	100007	-80.4330970	39.7549900	3.65				4905	0
1302	shape	petition exhibit (docket)	post	100007	-78.6892784	40.8278641	2.95			Tract	4906	0
1303	whole before	petition exhibit (docket)	ash	100007	-78.6931277	40.8267097	0			Before	4906	0
1304	shape	ordinance	point on the westerly side of Wall Avenue at northerly corner of lot of Elizabeth G. Toohill	100007	-79.7806180	40.4042565	0	m			4907	0
1305	shape	ordinance	northwest corner of said tract in the Perrysville Road or Avenue, which point is the northwest corner of land heretofore conveyed by Daniel Morganstern in his lifetime to Charles A. Stimple by deed dated May 15, 1872, and of record in the Recorder's Office of said county in Deed Book, Vol. 295, page 149, and also the dividing line between the land herein described and lands now or formerly of the Pittsburgh Railways Company	100007	-80.0220196	40.4938168	2.5	m			4908	-1
1306	shape	ordinance (municipal journal)	point where the west bank of the Schuylkill River projected joins the line running through the middle of the Tulpehocken Creek	100007	0.0000000	0.0000000	0	m			4911	-1
1307	shape	decree (recorded)	an iron pin for a monument ten (10) feet, seven (7) inches, East of culvert, crossing Arie Road, and forty-five (45) feet West of Southern end of Ida J. Riegel's barn, which is located on the North side of said road	100007	-75.1991361	40.5933338	-11.15	m			4912	0
1308	shape	ordinance	point 224.3 feet from the extreme western corner of the said Borough, as the same is now constituted, on the present northwestern boundary of said Borough	100007	-77.8729771	40.7949153	-6.1	m			4914	0
1309	shape	pleading	an iron pin in the County Line Road, dividing the Counties of Bucks and Montgomery, at its intersection with a public road called Fairmount Avenue	100007	-75.3243496	40.3228146	-10.39	m			4917	41.9675
