sourcecitationid	source	sourcecitationdate	sourcecitationdatetype	sourcecitationdaterange	sourcecitationdaterangetype	sourcecitationvolume	sourcecitationpagefrom	sourcecitationpageto	sourcecitationurl	sourcecitationtypetitle	sourcecitationperson	sourcecitationgovernmentreferences	sourcecitationarchiveslotfilm	sourcecitationarchivecarton	sourcecitationstatus	sourcecitationissue	sourcecitationname
4070	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Conshohocken borough (Montgomery)					
4071	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Conway borough (Beaver)					
4072	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Conyngham borough (Luzerne)					
4073	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Coopersburg borough (Lehigh)					
4074	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Cooperstown borough (Venango)					
4075	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Coplay borough (Lehigh)					
4076	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Coraopolis borough (Allegheny)					
4077	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Cornwall borough (Lebanon)					
4078	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Corry city (Erie)					
4079	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Corsica borough (Jefferson)					
4080	133									SAEGERTOWN BOROUGH		Crawford County					
4081	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Courtdale borough (Luzerne)					
4082	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Crafton borough (Allegheny)					
4083	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Cranesville borough (Erie)					
4084	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Creekside borough (Indiana)					
4085	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Cresson borough (Cambria)					
4087	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Cressona borough (Schuylkill)					
4088	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Cross Roads borough (York)					
4089	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Curwensville borough (Clearfield)					
4090	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Dale borough (Cambria)					
4091	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Dallas borough (Luzerne)					
4092	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Dallastown borough (York)					
4093	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Dalton borough (Lackawanna)					
4094	393	1935-04-01		1940-04-01			5	5		Lists of Incorporated Places with Dates of Incorporation.		Danville borough (Montour)					
4095	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Darby borough (Delaware)					
4096	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Darlington borough (Beaver)					
4097	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dauphin borough (Dauphin)					
4098	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dawson borough (Fayette)					
4099	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dayton borough (Armstrong)					
4100	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Deemston borough (Washington)					
4101	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Deer Lake borough (Schuylkill)					
4102	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Delaware Water Gap borough (Monroe)					
4103	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Delta borough (York)					
4104	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Denver borough (Lancaster)					
4105	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Derry borough (Westmoreland)					
4106	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dillsburg borough (York)					
4107	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Donegal borough (Westmoreland)					
4108	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Donora borough (Washington)					
4109	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dormont borough (Allegheny)					
4110	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dover borough (York)					
4111	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Downingtown borough (Chester)					
4112	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Doylestown borough (Bucks)					
4113	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dravosburg borough (Allegheny)					
4114	58						93	93		History of Columbia County.		Mt. Pleasant					
4115	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Driftwood borough (Cameron)					
4116	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dublin borough (Bucks)					
4117	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		DuBois city (Clearfield)					
4118	132									[Boundary Change Referenda, November 1990 - May 1994 (in Centre County folder)]							2
4119	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Duboistown borough (Lycoming)					
4120	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dudley borough (Huntingdon)					
4121	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dunbar borough (Fayette)					
4122	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Duncansville borough (Blair)					
4123	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dunlevy borough (Washington)					
4124	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dunmore borough (Lackawanna)					
4125	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dupont borough (Luzerne)					
4126	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Duquesne city (Allegheny)					
4127	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Duryea borough (Luzerne)					
4128	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Dushore borough (Sullivan)					
4129	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		Eaglesmere borough (Sullivan)					
4130	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		East Bangor borough (Northampton)					
4131	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		East Berlin borough (Adams)					
4132	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		East Brady borough (Clarion)					
4133	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		East Butler borough (Butler)					
4134	58						93	93		History of Columbia County.		Jackson					
4135	393	1935-04-01		1940-04-01			6	6		Lists of Incorporated Places with Dates of Incorporation.		East Conemaugh borough (Cambria)					
4136	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		East Greenville borough (Montgomery)					
4137	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		East Lansdowne borough (Delaware)					
4138	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		East McKeesport borough (Allegheny)					
4139	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		East Mauch Chunk borough (Carbon)					
4140	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Easton city (Northampton)					
4141	90						564	564		CHAPTER XXI. TOWNSHIPS AND BOROUGHS.		FREELAND					1
4142	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		East Pittsburgh borough (Allegheny)					
4143	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		East Prospect borough (York)					
4144	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		East Rochester borough (Beaver)					
4145	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		East Side borough (Carbon)					
4146	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		East Springfield borough (Erie)					
4147	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		East Stroudsburg borough (Monroe)					
4148	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Eastvale borough (Beaver)					
4149	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		East Vandergrift borough (Westmoreland)					
4150	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		East Washington borough (Washington)					
4151	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Eau Claire borough (Butler)					
4152	58						93	93		History of Columbia County.		Hemlock					
4153	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Ebensburg borough (Cambria)					
4154	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Eddystone borough (Delaware)					
4155	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Edgewood borough (Allegheny)					
4156	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Edgeworth borough (Allegheny)					
4157	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Edwardsville borough (Luzerne)					
4158	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Elco borough (Washington)					
4159	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Elderton borough (Armstrong)					
4160	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Eldred borough (McKean)					
4161	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Elgin borough (Erie)					
4162	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Elizabeth borough (Allegheny)					
4163	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Elizabethtown borough (Lancaster)					
4164	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Elizabethville borough (Dauphin)					
4165	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Elkland borough (Tioga)					
4166	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Ellport borough (Lawrence)					
4167	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Ellsworth borough (Washington)					
4168	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Ellwood City borough (Beaver & Lawrence)					
4169	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Elverson borough (Chester)					
4170	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Emaus borough (Lehigh)					
4171	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Emlenton borough (Venango)					
4172	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Emporium borough (Cameron)					
4173	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Emsworth borough (Allegheny)					
4174	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Enon Valley borough (Lawrence)					
4175	90						598	598		CHAPTER XXI. TOWNSHIPS AND BOROUGHS.		LEHMAN TOWNSHIP					
4176	393	1935-04-01		1940-04-01			7	7		Lists of Incorporated Places with Dates of Incorporation.		Ephrata borough (Lancaster)					
4177	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Erie city (Erie)					
4178	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Etna borough (Allegheny)					
4179	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Evansburg borough (Butler)					
4180	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Everett borough (Bedford)					
4181	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Everson borough (Fayette)					
4182	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Exeter borough (Luzerne)					
4183	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Export borough (Westmoreland)					
4184	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Factoryville borough (Wyoming)					
4185	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Fairchance borough (Fayette)					
4186	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Fairfield borough (Adams)					
4187	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Fairview borough (Butler)					1
4188	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Fairview borough (Erie)					2
4189	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Falls Creek borough (Clearfield & Jefferson)					
4190	393	1935-04-01		1940-04-01			8	8		Lists of Incorporated Places with Dates of Incorporation.		Fallston borough (Beaver)					
