adjudicationid	adjudicationtype	adjudicationnumber	adjudicationterm	adjudicationlong	adjudicationshort	adjudicationnotes	adjudicationstatus
1236	193		1884-04	In the matter of the incorporation of McSherrystown Borough			
1237	193		1884-11		Petition of James B. Taylor, Adam S. Myers, Albert B. Crist, Charles F. Patterson, Piers Rickrode, J. W. Neely, and Alice J. Chronister for annexation of their lands from Huntingdon Township to Tyrone Township for school purposes		
1238	193		1884-11	In the matter of the establishment of lines between Mount Pleasant and Germany between Germany and Mount Joy between Mount Joy and Mount Pleasant Townships			
1239	193		1884-11		Petition of E. L. Larch to annex land in Reading Township to Tyrone Township for school purposes		
1240	193		1887-04		Bendersville Incorporation		
1241	193		1888-08		Petition of Rebecca Morrison and W. Scott Morrison to annex land in Menallen Township to the Borough of Bendersville for school purposes		
1242	193		1889-08		Petition for creation of a new township out of the Townships of Tyrone and Huntington		
1243	193		1890-11	In re: Petition of certain tax-payers of Mount Pleasant Township for the formation of an independent school district and order and return of commissioners, exceptions +c			
1244	193		1891-08	In the matter of the ascertaining and marking of part of the county line between the Counties of York and Adams			
1245	193		1892		Petition of Magdalina Englebert to annex her land in Cumberland Township to the Borough of Gettysburg for school purposes		
1246	193		1896-04		Arendtsville Incorporation		
1247	193		1896-04		Fairfield Incorporation		
1248	193		1898		Petition of Brady M. Sefton to annex land from Cumberland Township to the Borough of Gettysburg for school purposes		
1249	193		1900	In the matter of the annexation of lands to the Borough of Littlestown in re: Appeal of Wm. McSherry and Richard McSherry, Executors of the Will of Wm. McSherry, deceased, from the ordinance annexing their lands to said Borough			
1250	193		1903		Petition of Edward Weikert to annex lands in Township of Mount Pleasant to the Township of Mount Joy for school purposes		
1251	193		1903	In the matter of the application to incorporate the town of Biglerville into a borough			
1252	193		1907		Report of viewers for the annexation of lands in Straban Twp. to the Borough of Gettysburg for school purposes only		
1253	193		1908		Petition of James H. Sherman and Annie Young to ascertain and establish boundary between Townships of Mount Joy and Mount Pleasant	Filed in February, withdrawn	
1254	193		1908		Biglerville 1908 Ord		
1255	193		1908		Petition of James H. Sherman and Annie Young to ascertain and establish boundary between Townships of Mount Joy and Mount Pleasant	Filed in May	
1256	193		1909				
1257	193		1911				
1258	193		1912				
1259	193		1926				
1260	193		1930				
1261	193		1935-01		Littlestown Ord 46		
1262	193		1936-01		Littlestown Ord 52		
1263	193		1940				
1264	193		1941				
1265	193	390	1945	In re: Proceedings for annexation of adjacent portion of Butler Township, Adams County, Pennsylvania, to the Borough of Biglerville, Adams County, Pennsylvania			
1266	193	560	1946-08	In re: Annexation of land in Cumberland Township, Adams County, Pennsylvania, to the Borough of Gettysburg			
1267	193	664	1947-08	In re: Annexation of land in Menallen Township, Adams County, Pennsylvania, to the Borough of Bendersville, Adams County, Pennsylvania			
1268	193	901	1948				
1269	193	1738	1957	In re: Proposed Annexation of Land in Cumberland Township, Adams County, Pennsylvania, adjacent to the Borough of Gettysburg, and being a part of Colt Park Development Company Lands			
1270	193	1743	1957	In re: Annexation of a portion of Menallen Township, Adams County, Pennsylvania, to the Borough of Bendersville, Adams County, Pennsylvania			
1271	193	1746	1957	In re: Annexation of a portion of Menallen Township, Adams County, Pennsylvania to the Borough of Bendersville, Adams County, Pennsylvania			
1272	193	1785	1958	In re: Proposed annexation of lands of Scott S. Bair, David S. Weinberg, and P. A. & S. Small Company in Germany Township, Adams County, Pennsylvania, adjacent to the Borough of Littlestown			
1273	193	1791	1959	In re: Application for annexation of a portion of Cumberland Township, Adams County, Pennsylvania, to the Borough of Gettysburg, Adams County, Pennsylvania			
1274	193	1794	1959	In re: Proposed Annexation of lands of Edgar C. McDannell and Laura McDannell, his wife, in Franklin Township, Adams County, Pennsylvania, adjacent to the Borough of Arendtsville			
1275	193	1816	1959	In re: Proceedings by petition and ordinance for annexation of land in Cumberland Township to the Borough of Gettysburg			
1276	193	1820	1960	In re: Proposed Annexation of lands of Littlestown Joint School Authority in Germany Township, Adams County, Pennsylvania, adjacent to the Borough of Littlestown			
1277	193	1834	1960				
1278	193	1842	1961	In re: Incorporation of the Borough of Bonneauville			
1279	193	1915	1964	In re: Proceedings by petition and ordinance for annexation of land in Conewago Township to the Borough of McSherrystown			
1280	193	1917	1964				
1281	193	1944	1964				
1282	193	1945	1964				
1283	193	1963	1965	In the matter of the annexation of a tract of land in Mount Pleasant Township, Adams County, Pennsylvania			
1284	193	1980	1966				
1285	193	2009	1967				
1286	193	2050	1968				
1287	194		1925				
1288	194		1932				
1289	194	1714	1955				
1290	195	2	1853-12				
1291	195	1	1854-03	In the matter of the application of the Borough of Manchester to possess the powers and privileges under the Act of April 1851			
1292	195	1	1854-12		South Fayette Township - Line w/Upper St. Clair		
1293	195	3	1854-12				
1294	195	5	1854-12				
1295	195	1	1855-12		McKeesport Surrender of Special Charter		
1296	195	8	1856-10				
1297	195	9	1857-03		Elizabeth: ISD		
1298	195	3	1858-03				
1299	195	5	1858-03				
1300	195	1	1858-10		Wilkins Township - Pet to div		
1301	195	3	1858-10		Jefferson & Mifflin: ISD		
1302	195	2	1858-12		Richvale Borough - Incorporation (Not granted)		
1303	195	1	1859-03				
1304	195	10	1859-03				
1305	195	14	1859-03		Indiana Township - Pet for extending twp line		
1306	195	2	1859-03		West Deer Township - Petition to divide & erect new twp.		
1307	195	9	1859-03				
1308	195	2	1859-06		Pitt Township - Pet. To divide said township		
1309	195	6	1859-06		Forward Township - App for erec from Elizabeth (not completed)		
1310	195	1	1860-03		Kirkpatrick Township - Erected from Chartiers; name changed to Union		
1311	195	2	1860-03		Mellon Township - Erected from pt of Moon		
1312	195	7	1860-03				
1313	195	2	1860-06		Marshall Township - Pet to erect (against)		
1314	195	3	1860-06				
1315	195	6	1860-06				
1316	195	2	1860-10				
1317	195	7	1861-06		Hampton Township - Fix lines btw Hampton & Indiana		
1318	195	1	1862-06		Scott Township - Line w/South Fayette		
1319	195	2	1862-06				
1320	195	1	1862-10		Marshall Township - Erected from Franklin		
1321	195	14	1863-03				
1322	195	5	1863-03		Indiana Township - Pet for div		
1323	195	4	1864-06				
1324	195	3	1864-10		Lower Saint Clair: Div		
1325	195	13	1864-12				
1326	195	5	1865-06				
1327	195	2	1865-10		Lower St. Clair Township - Pet to alter line btw Lower St Clair & Union		
1328	195	1	1866-03				
1329	195	1	1866-06		Collins ISD		
1330	195	11	1866-06		Liberty Township - Pet to alter line btw Peebles & Liberty		
1331	195	2	1866-06				
1332	195	14	1866-12		Mansfield Township - Erected from Scott, Robinson, Union, Chartiers		
1333	195	1	1867-03		Braddock Boro Incorporation		
1334	195	17	1867-06		Scott Township - Line w/Upper St. Clair		
1335	195	5	1867-06				
1336	195	8	1867-06		Robinson Township - Pet. To form new twp. - Lost		
1337	195	14	1868-03		Reserve Township - Petition to change lines between Reserve & Ross Twps.		
1338	195	1	1868-06		Etna Borough - Incorporation		
1339	195	15	1868-06		Elizabeth Township - To form Youghiogheny & Forward Twps. (Withdrawn)		
1340	195	2	1868-06				
1341	195	6	1868-09				
1342	195	1	1868-12		Forward Township - Erected from Elizabeth		
1343	195	16	1868-12				
1344	195	25	1869-03				
1345	195	9	1869-06				
1346	195	4	1869-12				
1347	195	18	1870-03		Baldwin Township - Division		
1348	195	20	1870-03				
1349	195	21	1870-03		Union Borough - Pet to establish lines between Union Boro & Union Twp		
1351	195	7	1870-06				
1352	195	2	1870-09		Robinson Township - Line w/Stowe		
1353	195	11	1870-12		East Deer Township - Pet to div (Lost)		
1354	195	3	1870-12		Scott Township - Petition to divide township		
1355	195	3	1871-06				
1356	195	19	1872-06		Indiana Township - Pet for div		
1357	195	4	1872-06				
1358	195	6	1872-06				
1359	195	8	1872-06		Indiana Township - Pet for div (Withdrawn)		
1360	195	9	1873-03		Mansfield Borough - Petition of Hugh Lee, et al to modify limits & boundaries of Boro		
1361	195	11	1874-09				
1362	195	12	1874-09				
1363	195	14	1874-12				
1364	195	31	1874-12		South Versailles Township - Erection of new township out of 2nd Precinct		
1365	195	8	1874-12		Harmar Township - Erected from Indiana		
1366	195	20	1875-03				
1367	195	31	1875-06				
1368	195	38	1875-06		Baldwin Township - Annexation: Part of Lower St. Clair		
1369	195	32	1875-09		Elizabeth Borough - Annexation: Part of Elizabeth Twp.		
1370	195	14	1875-12				
1371	195	16	1875-12		Wilkins Township - Pet to divide Wilkins & form Sterrett		
1372	195	17	1875-12				
1373	195	37	1875-12		Camden Borough - Annexation: lands of J.J. Donnel and Charles A. Dickey to Kilbuck Twp.		
1374	195	13	1876-03		Glenfield Borough - Annexation: lands of J.J. Donnell and A. Dickey to Kilbuck Twp.		
1375	195	16	1876-03		West Liberty (Allegheny) 1876 Charter Amendment (Burgess)		
1376	195	3	1876-03				
1377	195	32	1876-03		Plum Township - Dividing twp. & forming new twp. Reversed by Supreme Court.		
1378	195	1	1876-06		Wilkins Township - Pet to div		
1379	195	10	1876-06		East Deer Township - Div of SD prop btw East Deer & Springdale		
1380	195	32	1876-09		Sterrett Township - Erected from part of Wilkins Twp.		
1381	195	4	1876-12		Plum Township - Petition for division - Lost		
1382	195	11	1877-06	In Re - In Corporation of the Borough of Knoxville			
1383	195	5	1877-06		Glenfield Borough - Boundary lines of Borough: Division of school property between Kilbuck & Glenfield		
1384	195	6	1877-06	In the matter of the application of the Borough of Elizabeth to become subject to the provisions of the General Borough Act of 1851 and its supplements			
1385	195	12	1878-03		Ohio Township - Pet. For division to hold an election		
1386	195	15	1878-03		Knoxville (Allegheny) 1878 Charter Amendment		
1387	195	41	1880-03		Collier Township - Annexation: pt of Scott Twp		
1388	195	8	1880-06	In the matter of the incorporation of the Borough of Homestead			
1389	195	12	1880-12		Osborne Borough - Incorporation		
1390	195	6	1880-12		Aleppo Township - Division of school prop btw Aleppo & Kilbuck		
