governmentsourceid	government	governmentsourcetype	governmentsourcebody	governmentsourcenumber	governmentsourceterm	governmentsourcetitle	governmentsourcepagefrom	governmentsourcepageto	governmentsourcedate	governmentsourcepreliminarydate	governmentsourceapproveddate	governmentsourceeffectivedate	governmentsourceapproved	governmentsourceeffectivenotes	governmentsourceadvertiseddate	source	governmentsourcevolume	sourcecitationvolumetype	governmentsourcevolumetype	sourcecitationvolume	sourcecitationpagefrom	sourcecitationpageto	governmentsourcename
1673	3545	Ordinance		1008		Approving a petition to annex to the Borough of Carlisle, Cumberland County, Pennsylvania, a tract of land containing 10 acres located in South Middleton Township situate south of the Walnut Bottom Road and west of the present borough line			1967-05-18		1967-05-19		t			\N							
1674	3545	Ordinance		1020		Annexing a portion of North Middleton Township, Cumberland County, Pennsylvania, containing 4.183 acres, to the Borough of Carlisle, Cumberland County, Pennsylvania			1967-10-12		1967-10-12		t			\N							
1675	3545	Ordinance		1021		Annexing a portion of South Middleton Township, Cumberland County, Pennsylvania, containing 41.092 acres, to the Borough of Carlisle, Cumberland County, Pennsylvania			1967-10-12		1967-10-12		t			\N							
1676	3545	Ordinance		1022		Annexing a portion of South Middleton Township, Cumberland County, Pennsylvania, containing 724.153 acres to the Borough of Carlisle, Cumberland County, Pennsylvania			1967-10-12		1967-10-12		t			\N							
1677	3545	Ordinance		1041		Annexing a portion of North Middleton Township, Cumberland County, Pennsylvania, containing 1.244 acres, to the Borough of Carlisle			1968-08-08		1968-08-08		t			\N							
1678	3545	Ordinance		1086		Annexing territory in South Middleton Township containing approximately 4.5 acres, which territory is owned by the Borough of Carlisle, to the Borough of Carlisle, Cumberland County, Pennsylvania			1971-08-12		1971-08-12		t			\N							
1679	3545	Ordinance		121-C		Approving a petition to annex to the Borough of Carlisle a tract of 23.140 acres located in North Middleton Township			1958-02-13		1958-02-13		t			\N							
1680	3545	Ordinance		32-C		Annexing to the Borough of Carlisle, a section of North Middleton Township, Cumberland County, Pennsylvania, adjacent to and northwestward of said Borough, on petition of a majority in number of all of the freeholders of the territory to be annexed	42	42	1953-07-09		1953-07-09		t			\N							
1681	3545	Ordinance		75-A		Annexing to the Borough of Carlisle a section of North Middleton Township, Cumberland County, Pennsylvania, adjacent to and northeast of said Borough, on petition of a majority of the freeholders of the territory proposed to be annexed, fixing the width of Clay Lane; and recinding approval of lot and street plans of the area proposed to be annexed			1941-05-19		1941-05-19		t			\N							
1682	3545	Ordinance		852		Approving a petition to annex to the Borough of Carlisle a tract of 104.638 acres located in South Middleton Township, lying North of the Walnut Bottom Road and West of Wilson Street			1959-07-09		1959-07-14		t			\N							
1683	3545	Ordinance		901		Approving a petition to annex to the Borough of Carlisle, Cumberland County, Pa., a tract of 10.10 acres located in North Middleton Township situate north of Redwood Street and "F" Street			1961-07-13		1961-07-13		t			\N							
1684	3545	Ordinance		929		Approving a petition to annex to the Borough of Carlisle, Cumberland County, Pennsylvania, a tract of 7.10 acres located in South Middleton Township situate between the York Road and Trindle Spring Road			1962-12-13		1962-12-13		t			\N							
1685	3545	Ordinance		95-B		Annexing to the Borough of Carlisle, a section of South Middleton Township, Cumberland County, Pennsylvania, adjacent to and south of said Borough, on petition of a majority in number of all of the freeholders of the territory to be annexed			1950-06-08		1950-06-08		t			\N							
1686	3545	Ordinance		955		Approving a petition to annex to the Borough of Carlisle, Cumberland County, Pennsylvania, a tract of 34.79 acres located in South Middleton Township situate south of West High Street and west of the present borough line			1964-08-13		1964-08-13		t			\N							
1687	3545	Ordinance		971		Approving a petition to annex to the Borough of Carlisle, Cumberland County, Pennsylvania, a tract of land containing 159.7 acres located in North Middleton Township situate adjacent to the Borough of Carlisle north of West North Street and to the west of the present borough line			1965-04-08		1965-04-08		t			\N							
1688	3545	Ordinance		973		Approving a petition to annex to the Borough of Carlisle, Cumberland County, Pennsylvania, a tract of 54.82 acres located in South Middleton Township situate north of West High Street and west of the present borough line			1965-04-08		1965-04-08		t			\N							
1689	3545	Ordinance		98-C		Approving a petition to annex to the Borough of Carlisle a tract of 77.963 acres located in South Middleton Township			1957-03-14		1957-03-30		t			\N							
1690	3545	Ordinance		983		Approving a petition to annex to the Borough of Carlisle, Cumberland County, Pennsylvania, a tract of land containing 111.1 acres located in South Middleton Township, situate adjacent to the Borough of Carlisle, north of Interstate Route No. 81 and west of the present borough line			1965-10-14		1965-10-18		t			\N							
1691	3546	Ordinance				Annexing to the said borough a certain section of land lying adjacent to said borough			1910-04-04		1910-04-11		t			\N							1
1692	3546	Ordinance				Approving the petition for annexing to the Borough of Carmichaels, a section of Cumberland Township, Greene County, Pennsylvania, adjacent to and lying south and east of land Borough, and hereinafter fully described and providing that the same territory shall be annexed to and become a part of said Borough if the annexation thereof shall be approved by the Court of Quarter Sessions of said County			1957-04-16				t			\N							2
1693	3547	Ordinance		165		Annexing a portion of the Township of Scott, Allegheny County, Pennsylvania, to the Second Ward of the Borough of Carnegie			1906-11-08		1906-11-15		t			\N							
1694	3547	Ordinance		640		Annexing to the Borough of Carnegie, in the County of Allegheny and state of Pennsylvania, a tract of land in Robinson Township, a Township of the Second Class in said Allegheny County			1951-04-05		1951-04-05		t			\N							
1695	3547	Ordinance		667		Annexing to the Borough of Carnegie in the County of Allegheny and State of Pennsylvania, a tract of land in Robinson Township, a township of the second class in said Allegheny County adjoining the Borough of Carnegie on the northwest			1955-03-11		1955-03-11		t			\N							
1696	3547	Ordinance		681		Annexing to the Borough of Carnegie, in the County of Allegheny and State of Pennsylvania, a tract of land in Robinson Township, a township of the second class in said Allegheny County, adjoining the Borough of Carnegie on the northwest			1956-11-16		1956-11-16		t			\N							
1697	3554	Ordinance							1906-~01-~01				t			\N							1
1698	3554	Ordinance							1909-~01-~01				t			\N							2
1699	3554	Ordinance		36		Extending the limits of Carrolltown Borough	88	89	1921-08-02		1921-08-02		t			\N							
1700	3562	Ordinance		210		Annexing land adjacent to the Borough of Castle Shannon and detaching the same from the Township of Bethel, a second class township of Allegheny County, Pennsylvania, describing the said land and providing for notice to the proper authorities			1946-02-26		1946-02-26		t			\N							
1701	3562	Ordinance		220		Annexing land adjacent to the Borough of Castle Shannon and detaching the same from the Township of Bethel, a second class township of Allegheny County, Pennsylvania, describing the said land and providing for notice to the proper authorities			1947-07-08		1947-07-08		t			\N							
1702	3562	Resolution				Approval of petition for annexation to the Borough of Castle Shannon					1945-12-27		t			\N							1
1703	3562	Resolution				Approval of petition for annexation to the Borough of Castle Shannon			1946-11-23		1946-11-23		t			\N							2
1704	3562	Resolution				Approval of petition for annexation to the Borough of Castle Shannon			1947-06-21		1947-06-21		t			\N							3
1705	3562	Resolution				Approval of petition for annexation to the Borough of Castle Shannon			1947-07-01		1947-07-01		t			\N							4
1706	3563	Minute				[Charter]	1	2	1853-03-22				t			\N							
1707	3563	Ordinance		149		Extending the limits of the Borough of Catasauqua by admitting and annexing to said Borough a section of land lying adjacent to said Borough and situate entirely in the Township of Hanover, Lehigh County, Pa., directing the Burgess and Secretary of said Borough to file in the Court of Quarter Sessions of Lehigh County a plan or plot showing the boundary of said Borough and of the section admitted and annexed, together with the certified copy of this ordinance, and a description of the boundaries of said Borough as extended, giving the courses and distances in words, at length, and declaring to which one of of the two existing wards of said Borough the section admitted and annexed shall be attached			1909-04-19		1909-04-19		t			\N							
1708	3563	Ordinance		357		Extending the limits of The Borough Of Catasauqua by annexing to said Borough a section of land lying adjacent to said Borough and situate entirely in the Township of Hanover, Lehigh County, Pennsylvania			1953-02-02		1953-02-02		t			\N							
1709	3563	Ordinance		365		Extending the limits of The Borough Of Catasauqua by annexing to said Borough a section of land lying adjacent to said Borough and situate entirely in the Township of Hanover, Lehigh County, Pennsylvania			1953-10-05		1953-10-05		t			\N							
