eventid	eventtype	eventmethod	eventlong	eventfrom	eventto	eventgranted	eventeffective	eventeffectivetypestatutory	eventeffectivetypepresumedsource	eventisrelevant	eventeffectiveorder	eventismapped	eventismappedtype	government
5374	2	5	Doylestown Borough Ordinance 128	1926	1926	yes	1926-07-20	\N	67		0	t		\N
5375	2	5	Fleetwood Borough Ordinance 95	1926	1926	yes	1926-12-20	\N	67		0	t		\N
5376	2	5	Folcroft Borough Ordinance 42	1926	1926	no		\N	\N		0	t		\N
5377	2	5	Greensburg Borough 1924 Ordinance	1924	1926	yes	1926-11-03	\N	75		0	t		\N
5378	2	5	West Hazleton Borough 1926 Ordinance	1926	1926	yes	1926-06-17	\N	71		0	t		\N
5379	2	5	Honesdale Borough Ordinance 166 (or 81)	1926	1926	yes	1926-11-08	\N	71		0	t		\N
5380	2	5	Honesdale Borough Ordinance 168 (or 83)	1926	1926	yes	1926-11-08	\N	71		0	t		\N
5381	2	5	Jeannette Borough Ordinance 188	1926	1926	yes	1926-05-19	\N	91		0	t		\N
5382	2	5	Jenkintown Borough Ordinance 232	1926	1926	yes	1926-11-03	\N	75		0	t		\N
5383	2	5	Lansdale Borough Ordinance 158	1925	1926	yes	1925-09-16	\N	75		0	t		\N
5384	2	5	Lansdale Borough Ordinance 159	1925	1926	yes	1925-11-09	\N	91		0	t		\N
5385	2	5	Latrobe Borough Ordinance 26-18 and 26-23	1926	1926	no		\N	\N		0	f		\N
5386	36	3	Lawrence Park Township 1926 Creation	1925	1926	yes	1926-02-08	\N	34		0	t		\N
5387	2	5	Manchester Borough Ordinance 5-1926	1926	1926	yes	1926-07-26	\N	71		0	t		\N
5388	2	5	Masontown Borough Ordinance 32	1926	1926	yes	1926-02-02	\N	71		0	t		\N
5389	2	5	Masontown Borough Ordinance 33	1926	1926	no		\N	\N		0	f		\N
5390	30	3	Mount Gretna Borough 1926 Creation	1925	1926	yes	1926-10-08	\N	14		0	t		\N
5391	31	5	Nanticoke City 1926 Creation	1923	1926	yes	1926-01-04	\N	54		0	t		\N
5392	2	5	New Cumberland Borough 1921 Ordinance (2)	1921	1926	no		\N	\N		0	t		\N
5393	2	5	New Kensington Borough Ordinance 495	1926	1926	yes	1926-05-19	\N	75		0	t		\N
5394	30	3	North Girard Borough 1926 Creation	1925	1926	yes	1926-01-01	\N	42		0	t		\N
5395	2	3	North Union Township-Uniontown City Proposed 1926 Annexation (Case 114)	1926	1926	no		\N	\N		0	t		\N
5396	30	3	Port Matilda Borough 1926 Creation	1925	1926	yes	1926-04-21	\N	82		0	t		\N
5397	2	5	Prospect Park Borough Ordinance 395	1926	1926	yes	1926-11-05	\N	91		0	t		\N
5398	2	3	Rockland Township-Richland Township Proposed 1925 Annexation	1925	1926	no		\N	\N		0	f		\N
5399	9	3	Rockledge Borough-Philadelphia City Proposed 1924 Merger	1924	1926	no		\N	\N		0	t		\N
5400	2	3	Rostraver Township-Monessen City 1926 Annexation	1925	1926	yes	1926-01-04	\N	34		0	t		\N
5401	2	3	Shade Township-Quemahoning Township 1926 Annexation	1926	1926	yes	1926-12-27	\N	34		0	t		\N
5402	2	3	South Abington Township-Abington Township 1926 Annexation	1926	1926	yes	1926-11-16	\N	34		0	t		\N
5403	30	3	West Leechburg Borough Proposed 1925 Creation	1925	1926	no		\N	\N		0	f		\N
5404	2	5	West Newton Borough 1926 Ordinance	1926	1926	yes	1926-11-02	\N	75		0	t		\N
5405	21	3	West Norriton Township 1926 1st Class	1924	1926	yes	1926-01-04	\N	52		0	f		\N
5406	2	5	Woodlawn Borough Ordinance 292	1926	1926	yes	1926-06-19	\N	71		0	t		\N
5407	2	5	Woodlawn Borough Ordinance 298	1926	1926	yes	1926-07-07	\N	71		0	t		\N
5408	2	5	Blairsville Borough Ordinance 111	1927	1927	yes	1927-12-12	\N	71		0	t		\N
5409	2	5	Blairsville Borough Ordinance 114	1927	1927	yes	1927-12-12	\N	71		0	t		\N
5410	9	5	Carrick Borough-Pittsburgh City 1927 Merger	1925	1927	yes	1927-01-03	\N	30		0	t		\N
5411	34	5	Monongahela City 1927 Creation	1927	1927	yes	1927-12-17	\N	33		0	t		\N
5412	2	5	Darlington Borough Ordinance 200	1926	1927	yes	1927-01-05	\N	71		0	t		\N
5413	2	5	Derry Borough Ordinance 160	1926	1927	no		\N	\N		0	t		\N
5414	2	5	Derry Borough Ordinance 161	1926	1927	no		\N	\N		0	t		\N
5415	2	5	Derry Borough Ordinance 162	1927	1927	yes	1927-03-29	\N	75		0	t		\N
5416	30	3	East Butler Borough 1927 Creation	1927	1927	yes	1927-03-22	\N	14		0	t		\N
5417	2	5	Ellwood City Borough Ordinance 704	1927	1927	yes	1927-12-01	\N	71		0	t		\N
5418	2	5	Farrell Borough Ordinance 289	1926	1927	yes	1926-03-02	\N	77		0	t		\N
5419	2	5	Farrell Borough Ordinance 290	1926	1927	yes	1926-05-20	\N	77		0	t		\N
5420	2	5	Folcroft Borough Ordinance 44	1927	1927	yes	1927-03-15	\N	91		0	t		\N
5421	30	3	Gilbertsville Borough Proposed 1927 Creation	1927	1927	no		\N	\N		0	f		\N
5422	49	3	Hanover Borough 1927 General Law	1927	1927	yes	1927-09-13	\N	38		0	f		\N
5423	2	3	Hickory Township-Sharon City 1927 Annexation (Case 103)	1926	1927	yes	1927-01-03	\N	42		0	t		\N
5424	2	3	Hickory Township-Sharon City 1927 Annexation (Case 104)	1926	1927	yes	1927-01-03	\N	34		0	t		\N
5425	2	5	Honesdale Borough Ordinance 167 (or 82)	1926	1927	yes	1927-04-20	\N	71		0	t		\N
5426	2	5	Honesdale Borough Ordinance 169 (or 84)	1926	1927	yes	1927-02-11	\N	71		0	t		\N
5427	2	5	Honesdale Borough Ordinance 170 (or 85)	1926	1927	yes	1927-02-11	\N	71		0	t		\N
5428	9	3	Kingston Borough-Wilkes-Barre City Proposed 1926 Merger	1926	1927	no		\N	\N		0	f		\N
5429	9	5	Knoxville Borough-Pittsburgh City 1927 Merger	1926	1927	yes	1927-01-03	\N	30		0	t		\N
5430	2	5	Latrobe Borough Ordinance 27-1	1927	1927	yes	1927-04-28	\N	71		0	t		\N
5431	2	5	Lebanon City Ordinance 93, 1926-1927	1927	1927	yes	1927-07-16	\N	63		0	t		\N
5432	2	5	Lemoyne Borough Ordinance of April 1927	1927	1927	no		\N	\N		0	t		\N
5433	2	5	Lemoyne Borough Ordinance of August 1927	1927	1927	yes	1927-09-21	\N	75		0	t		\N
5434	2	5	Liberty Borough Ordinance 40	1927	1927	yes	1927-07-06	\N	71		0	t		\N
5435	30	3	Lyons Borough 1927 Creation	1927	1927	yes	1927-07-01	\N	14		0	t		\N
5436	2	5	Martinsburg Borough Ordinance 107	1927	1927	yes	1927-07-18	\N	71		0	t		\N
5437	30	3	Meadowbrook Borough Proposed 1927 Creation	1927	1927	no		\N	\N		0	f		\N
5438	2	5	Meadville City 1927 Resolution	1927	1927	no		\N	\N		0	f		\N
5439	2	5	Middleburg Borough Ordinance 54	1917	1927	yes	1917-02-13	\N	67		0	t		\N
5440	2	5	Midway Borough Ordinance 64	1927	1927	yes	1927-12-21	\N	71		0	t		\N
5441	2	5	Mifflinburg Borough Ordinance 81	1926	1927	yes	1927-04-01	\N	91		0	t		\N
5442	2	5	Mont Alto Borough Ordinance 14	1921	1927	yes	1927-12-03	\N	73		0	t		\N
5443	2	5	Mont Alto Borough Ordinance 26	1927	1927	yes	1927-07-01	\N	73		0	t		\N
5444	30	3	Mount Pocono Borough 1927 Creation	1927	1927	yes	1927-07-20	\N	14		0	t		\N
5445	2	5	New Cumberland Borough Ordinance 121	1927	1927	yes	1927-03-26	\N	71		0	t		\N
5446	2	5	New Freeport Borough 1927 Ordinance	1927	1927	yes	1927-11-09	\N	130		0	t		\N
5447	2	5	New Kensington Borough Ordinance 507	1927	1927	yes	1927-09-21	\N	75		0	t		\N
5448	2	5	New Kensington Borough Ordinance 543	1927	1927	yes	1928-04-25	\N	75		0	t		\N
5449	2	3	North Union Township-Uniontown City 1927 Annexation (Case 109)	1926	1927	yes	1927-01-03	\N	34		0	t		\N
5450	9	3	Parsons Borough-Wilkes-Barre City 1927 Merger	1926	1927	yes	1927-01-03	\N	34		0	t		\N
5451	4	7	Philadelphia City-Tinicum Township 1927 Boundary Realignment	1927	1927	yes	1927-07-15	\N	\N		0	t		\N
5452	9	3	Plains Township-Wilkes-Barre City Proposed 1926 Merger	1926	1927	no		\N	\N		0	f		\N
5453	2	5	Red Lion Borough 1927 Ordinance	1927	1927	yes	1927-11-09	\N	75		0	t		\N
5454	9	3	Riceville Borough-Bloomfield Township 1927 Merger	1927	1927	yes	1927-06-30	\N	38		0	t		\N
5455	82	7	Scranton City 1927 2nd Class A	1927	1927	yes	1927-03-09	\N	1		0	f		\N
5456	30	3	Shamokin Dam Borough 1927 Creation	1927	1927	yes	1927-08-13	\N	14		0	t		\N
5457	2	5	Shillington Borough Ordinance 138	1927	1927	yes	1927-11-09	\N	75		0	t		\N
5458	2	5	Shillington Borough Ordinance 141	1927	1927	yes	1927-11-15	\N	71		0	t		\N
5459	2	5	Slatington Borough Ordinance 193	1927	1927	yes	1927-09-06	\N	67		0	t		\N
5460	2	5	Somerset Borough Ordinance 332	1927	1927	yes	1927-09-06	\N	77		0	t		\N
5461	2	5	Somerset Borough Ordinance 356	1927	1927	yes	1927-02-07	\N	77		0	t		\N
5462	30	3	Saint Lawrence Borough 1927 Creation	1927	1927	yes	1927-06-15	\N	14		0	t		\N
5463	2	5	Steelton Borough 14th Extension	1926	1927	yes	1927-02-11	\N	91		0	t		\N
5464	2	5	Steelton Borough 15th Extension	1927	1927	yes	1927-07-12	\N	91		0	t		\N
5465	36	3	Stevens Township 1927 Creation	1926	1927	yes	1927-12-05	\N	51		0	f		\N
5466	4	3	Sugarcreek Township-West Franklin Township 1927 Boundary Ascertainment	1927	1927	yes	1927-12-07	\N	34		0	f		\N
5467	2	5	Timblin Borough 1927 Ordinance	1927	1927	yes	1927-02-04	\N	91		0	t		\N
5468	2	5	Uniontown Borough Ordinance 33	1927	1927	yes	1927-09-21	\N	75		0	t		\N
5469	2	5	West Lawn Borough Ordinance 60	1927	1927	yes	1927-11-17	\N	71		0	t		\N
5470	9	5	Westwood Borough-Pittsburgh City 1927 Merger	1926	1927	yes	1927-01-03	\N	30		0	t		\N
5471	2	5	Woodlawn Borough Ordinance 323	1927	1927	yes	1927-09-21	\N	75		0	t		\N
5472	30	3	Wyomissing Hills Borough 1927 Creation	1927	1927	yes	1927-07-19	\N	14		0	t		\N
5473	9	5	Woodlawn Borough-Aliquippa Borough 1928 Consolidation	1927	1928	yes	1928-01-26	\N	47		0	t		\N
5474	2	3	Baldwin Township-Mount Lebanon Township 1928 Annexation	1928	1928	yes	1928-11-05	\N	34		0	t		\N
5475	2	5	Bolivar Borough Ordinance 20	1928	1928	yes	1928-11-07	\N	75		0	f		\N
5476	2	5	Carlisle Borough 1928 Ordinance	1928	1928	yes	1928-02-22	\N	71		0	t		\N
5477	2	5	Clarendon Borough Ordinance 72	1928	1928	yes	1928-12-07	\N	73		0	f		\N
5478	2	5	Doylestown Borough Ordinance 141	1928	1928	yes	1928-11-07	\N	135		0	t		\N
5479	30	3	Dublin Borough 1912 Creation	1911	1912	yes	1912-09-03	\N	17		0	t		\N
5480	2	5	Edgeworth Borough Ordinance 180	1928	1928	yes	1928-05-19	\N	91		0	t		\N
5481	2	5	Elizabethtown Borough 1927 Ordinance	1927	1928	yes	1928-11-07	\N	75		0	t		\N
5482	2	5	Felton Borough 1928 Ordinance	1928	1928	yes	1928-11-12	\N	91		0	t		\N
5483	2	5	Ferndale Borough Ordinance 145	1928	1928	yes	1928-08-14	\N	71		0	t		\N
5484	30	3	Glenshaw Borough Proposed 1928 Creation (1)	1928	1928	no		\N	\N		0	f		\N
5485	34	5	Greensburg City 1928 Creation	1928	1928	yes	1928-01-07	\N	33		0	t		\N
5486	31	5	Greenesburgh City 1928 Creation	1925	1928	yes	1928-01-02	\N	54		0	t		\N
5487	2	5	Greenville Borough Ordinance 363	1925	1928	yes	1925-11-04	\N	135		0	f		\N
5488	2	5	Greenville Borough Ordinance 364	1925	1928	yes	1925-11-04	\N	135		0	f		\N
5489	2	5	Greenville Borough Ordinance 365	1925	1928	yes	1925-11-04	\N	135		0	f		\N
5490	2	5	Greenville Borough Ordinance 375	1926	1928	yes	1926-05-19	\N	135		0	f		\N
5491	2	5	Greenville Borough Ordinance 393	1927	1928	yes	1927-11-29	\N	67		0	f		\N
5492	2	5	Greenville Borough Ordinance 403	1928	1928	yes	1928-04-25	\N	135		0	f		\N
5493	2	5	Greenville Borough Ordinance 410	1928	1928	yes	1928-07-21	\N	71		0	f		\N
5494	2	3	Hickory Township-Sharon City 1928 Annexation (Case 63)	1927	1928	yes	1928-01-16	\N	34		0	t		\N
5495	2	3	Hickory Township-Sharon City 1928 Annexation (Case 64)	1927	1928	yes	1928-01-16	\N	34		0	t		\N
5496	2	5	Juniata Borough Ordinance 345	1928	1928	yes	1928-07-16	\N	67		0	t		\N
5497	2	3	Logan Township-Altoona City 1928 Annexation (20.28 acres)	1927	1928	yes	1928-01-02	\N	42		0	t		\N
5498	2	3	Logan Township-Altoona City 1928 Annexation (86.2 acres)	1927	1928	yes	1928-01-02	\N	42		0	t		\N
5499	4	3	Lower Yoder Township-Upper Yoder Township 1920s Boundary Ascertainment	1923	1928	yes	1928-04-04	\N	34		0	f		\N
5500	9	3	Miners Mills Borough-Wilkes-Barre City 1927 Merger	1926	1927	yes	1927-01-03	\N	34		0	t		\N
5501	9	5	Mount Oliver Borough-Pittsburgh City Proposed 1928 Merger	1928	1928	no		\N	\N		0	t		\N
5502	2	5	Muncy Borough Ordinance 159	1928	1928	yes	1928-05-07	\N	67		0	t		\N
5503	30	3	New Britain Borough 1928 Creation	1927	1928	yes	1928-05-25	\N	14		0	t		\N
5504	2	5	New Kensington Borough Ordinance 548	1928	1928	yes	1928-06-27	\N	71		0	t		\N
5505	2	5	Oakdale Borough Ordinance 187	1928	1928	yes	1928-11-07	\N	75		0	t		\N
5506	9	5	Overbrook Borough-Pittsburgh City Proposed 1928 Merger	1928	1928	no		\N	\N		0	t		\N
5507	30	3	Parkhill Borough Proposed 1928 Creation	1928	1928	no		\N	\N		0	f		\N
5508	2	5	Patton Borough Ordinance 171	1928	1928	yes	1928-11-07	\N	75		0	t		\N
5509	2	5	Pittsburgh City Ordinance 135	1928	1928	no		\N	\N		0	f		\N
5510	2	5	Pittsburgh City Ordinance 419	1928	1928	yes	1928-06-28	\N	70		0	t		\N
5511	2	5	Pittsburgh City Ordinance 77	1928	1928	no		\N	\N		0	t		\N
5512	2	5	Pittsburgh City Ordinance 854	1927	1928	no		\N	\N		0	f		\N
5513	9	3	Port Vue Borough-McKeesport City Proposed 1928 Merger	1928	1928	no		\N	\N		0	t		\N
5514	2	5	Red Lion Borough 1928 Ordinance	1928	1928	yes	1928-12-10	\N	91		0	t		\N
5515	30	3	Reno Borough Proposed 1928 Creation	1928	1928	no		\N	\N		0	f		\N
5516	30	3	Riverside Borough Proposed 1928 Creation	1928	1928	no		\N	\N		0	f		\N
5517	2	5	South Greensburg Borough 1928 Ordinance	1928	1928	yes	1928-11-07	\N	75		0	t		\N
5518	2	3	Spring Garden Township-York City 1928 Annexation	1927	1928	yes	1928-01-02	\N	42		0	t		\N
5519	2	5	Steelton Borough 16th Extension	1928	1928	yes	1928-08-23	\N	91		0	t		\N
5520	2	5	Swarthmore Borough Ordinance 296	1928	1928	yes	1928-05-08	\N	71		0	t		\N
5521	2	5	Swissvale Borough-Edgewood Borough 1928 Annexation	1928	1928	yes	1928-12-01	\N	68		0	t		\N
5522	2	5	Topton Borough Ordinance 203	1925	1928	yes	1928-06-22	\N	71		0	t		\N
5523	9	5	Union Township-Pittsburgh City 1928 Merger	1927	1928	yes	1928-01-02	\N	42		0	t		\N
5524	2	3	Versailles Township-McKeesport City Proposed 1928 Annexation	1928	1928	no		\N	\N		0	f		\N
5525	9	3	Wesleyville Borough-Erie City Proposed 1928 Merger	1928	1928	no		\N	\N		0	t		\N
5526	30	3	West Leechburg Borough 1928 Creation	1926	1928	yes	1928-01-30	\N	17		0	t		\N
5527	2	3	West Manchester Township-York City 1928 Annexation	1927	1928	yes	1928-01-02	\N	34		0	t		\N
5528	2	5	Westmont Borough Ordinance 117	1928	1928	no		\N	\N		0	f		\N
5529	2	5	Wormleysburg Borough Ordinance 75	1928	1928	yes	1928-04-25	\N	75		0	t		\N
5530	2	5	Wyomissing Borough Ordinance 250	1928	1928	yes	1928-06-19	\N	71		0	t		\N
5531	2	3	Upper Dublin Township-Abington Township 1929 Annexation	1929	1929	yes	1929-09-09	\N	34		0	t		\N
5532	49	3	Ashland Borough 1929 General Law	1929	1929	yes	1929-10-15	\N	38		0	f		\N
5533	49	3	Ashland Borough Proposed 1929 Partial General Law	1929	1929	no		\N	\N		0	f		\N
5534	2	5	Aspinwall Borough Ordinance 396	1929	1929	yes	1929-06-22	\N	71		0	t		\N
5535	2	3	Baldwin Township-Pittsburgh Proposed 1929 Annexation (Case 31)	1929	1929	no		\N	\N		0	f		\N
5536	2	5	Brentwood Borough Ordinance 271	1929	1929	yes	1929-11-22	\N	71		0	t		\N
5537	30	3	Cleona Borough 1929 Creation	1929	1929	yes	1929-04-04	\N	17		0	t		\N
5538	49	5	Conshohocken Borough 1929 General Law	1929	1929	yes	1929-03-28	\N	38		0	f		\N
5539	2	5	Coraopolis Borough Ordinance 828	1928	1929	yes	1929-01-22	\N	91		0	t		\N
5540	2	3	Cranberry Township-Oil City City Proposed 1928 Annexation	1928	1929	no		\N	\N		0	f		\N
5541	4	3	Dallas Borough-Dallas Township 1929 Boundary Ascertainment	1927	1929	yes	1929-01-11	\N	42		0	f		\N
5543	2	5	Darlington Borough Ordinance 233	1929	1929	unknown		\N	\N		0	t		\N
5544	36	3	Daugherty Township Proposed 1929 Division	1929	1929	no		\N	\N		0	f		\N
5545	4	3	Dunbar Township-Stewart Township Proposed 1929 Boundary Ascertianment	1928	1929	unknown		\N	\N		0	f		\N
5546	2	5	East Conemaugh Borough Ordinance 92	1929	1929	yes	1929-05-15	\N	71		0	f		\N
5547	30	3	Ellport Borough 1929 Creation	1928	1929	yes	1929-02-26	\N	14		0	t		\N
5548	2	5	Ellwood City Borough Ordinance 731	1929	1929	yes	1929-04-10	\N	71		0	t		\N
5549	2	5	Ephrata Borough 1929 Ordinance (1)	1929	1929	yes	1929-11-06	\N	75		0	t		\N
5550	2	5	Ephrata Borough Ordinance 321	1929	1929	yes	1929-11-06	\N	75		0	t		\N
5551	2	5	Ephrata Borough 1929 Ordinance (2)	1929	1929	yes	1929-11-06	\N	75		0	t		\N
5552	30	3	Geistown Borough Proposed 1928 Creation	1928	1929	no		\N	\N		0	f		\N
5553	30	3	Glenola Borough Proposed 1929 Creation	1929	1929	no		\N	\N		0	f		\N
5554	2	5	Greensburg City Ordinance 59	1929	1929	yes	1929-11-10	\N	65		0	t		\N
5555	9	3	Hays Borough-Pittsburgh City 1929 Merger	1928	1929	yes	1929-01-07	\N	42		0	t		\N
5556	30	3	Hunker Borough 1929 Creation	1928	1929	yes	1929-01-28	\N	17		0	t		\N
5557	30	3	Jacobus Borough 1929 Creation	1928	1929	yes	1929-11-29	\N	17		0	t		\N
5558	2	5	Jeannette Borough Ordinance 239	1929	1929	yes	1929-02-07	\N	71		0	t		\N
5559	9	3	Juniata Borough-Altoona City 1929 Merger	1928	1929	yes	1929-01-07	\N	42		0	t		\N
5560	30	3	Laureldale Borough Proposed 1929 Creation	1929	1929	no		\N	\N		0	f		\N
5561	30	3	Linfield Borough Proposed 1929 Creation	1929	1929	no		\N	\N		0	t		\N
5562	2	3	Logan Township-Altoona City 1929 Annexation (102.4 acres)	1928	1929	yes	1929-01-07	\N	42		0	t		\N
5563	2	3	Logan Township-Altoona City 1929 Annexation (1312 acres)	1928	1929	yes	1929-01-07	\N	42		0	t		\N
5564	2	3	Logan Township-Altoona City 1929 Annexation (326.4 acres)	1928	1929	yes	1929-01-07	\N	42		0	t		\N
5565	2	3	Logan Township-Altoona City 1929 Annexation (38.4 acres)	1928	1929	yes	1929-01-07	\N	42		0	t		\N
5566	2	3	Logan Township-Altoona City 1929 Annexation (563.2 acres)	1928	1929	yes	1929-01-07	\N	42		0	t		\N
5567	2	5	McDonald Borough Ordinance 264	1928	1929	yes	1929-04-12	\N	71		0	t		\N
5568	49	3	Middletown Borough Proposed 1929 General Law	1929	1929	no		\N	\N		0	f		\N
5569	2	5	Munhall Borough Ordinance 232	1929	1929	yes	1929-05-28	\N	91		0	t		\N
5570	30	3	Murrysville Borough Proposed 1928 Creation	1928	1929	no		\N	\N		0	f		\N
5571	2	5	Nazareth Borough Ordinance 175	1928	1929	yes	1929-03-05	\N	91		0	t		\N
5572	2	5	New Bethlehem Borough 1929 Ordinance	1929	1929	yes	1929-05-27	\N	71		0	f		\N
5573	2	5	New Kensington Borough Ordinance 554	1929	1929	yes	1929-11-29	\N	71		0	t		\N
5574	36	3	North Newton Township-South Newton Township 1929 Creation	1929	1929	yes	1929-12-02	\N	42		0	t		\N
5575	2	5	Penbrook Borough Ordinance 28-2	1928	1929	no		\N	\N		0	t		\N
5576	2	5	Penbrook Borough Ordinance 29-1	1929	1929	yes	1929-02-13	\N	67		0	t		\N
5577	2	5	Penbrook Borough Ordinance 29-3	1929	1929	yes	1929-07-03	\N	91		0	t		\N
5578	2	5	Penbrook Borough 1929 Ordinance	1929	1929	yes	1929-11-06	\N	75		0	t		\N
5579	2	5	Pittsburgh City Ordinance 283	1929	1929	yes	1929-04-22	\N	70		0	t		\N
5580	2	5	Pittsburgh City Ordinance 376	1929	1929	yes	1929-06-03	\N	70		0	t		\N
5581	2	5	Pittsburgh City Ordinance 434	1928	1929	yes	1928-12-07	\N	34		0	t		\N
5582	2	5	Pittsburgh City Ordinance 459	1929	1929	yes	1929-06-26	\N	70		0	t		\N
5583	2	5	Pittsburgh City Ordinance 497	1929	1929	yes	1929-07-15	\N	70		0	t		\N
5584	2	5	Pittsburgh City Ordinance 58	1929	1929	yes	1929-02-04	\N	70		0	t		\N
5585	2	5	Pittsburgh City Ordinance 592	1928	1929	no		\N	\N		0	f		\N
5586	2	5	Pittston City 1929 Ordinance	1929	1929	yes	1929-10-07	\N	65		0	f		\N
5587	36	3	Rice Township 1929 Creation	1928	1929	yes	1929-12-02	\N	51		0	f		\N
5588	2	3	South Whitehall Township-Allentown City 1929 Annexation	1928	1929	yes	1929-01-07	\N	34		0	t		\N
5589	36	3	Lower Southampton Township-Upper Southampton Township 1929 Creation	1928	1929	yes	1929-12-02	\N	51		0	f		\N
5590	36	3	Sugarcreek Township Proposed 1929 Division	1929	1929	no		\N	\N		0	f		\N
5591	4	3	North Woodbury Township-Taylor Township 1929 Boundary Ascertainment	1928	1929	yes	1929-01-28	\N	34		0	f		\N
5592	2	5	Turtle Creek Borough Ordinance 519	1929	1929	yes	1929-11-14	\N	71		0	t		\N
5593	2	3	West Mead Township-Meadville City 1929 Annexation (1)	1928	1929	yes	1929-01-07	\N	34		0	t		\N
5594	2	3	West Mead Township-Meadville City 1929 Annexation (2)	1928	1929	yes	1929-01-07	\N	34		0	t		\N
5595	2	3	West Mead Township-Meadville City 1929 Annexation (3)	1928	1929	yes	1929-01-07	\N	34		0	t		\N
5596	2	5	Youngwood Borough 1929 Ordinance	1929	1929	yes	1929-02-20	\N	71		0	t		\N
5597	2	5	Allentown City Ordinance 1027	1920	1920	yes	1920-02-09	\N	63		0	t		\N
5598	2	5	Allentown City Ordinance 2554	1929	1930	no		\N	\N		0	t		\N
5599	2	5	Allentown City Ordinance 2556	1929	1929	yes	1929-11-26	\N	69		0	t		\N
5600	2	5	Allentown City Ordinance 2606	1930	1930	yes	1930-05-29	\N	65		0	t		\N
5601	2	5	Altoona City Ordinance 1140	1923	1923	yes	1923-06-04	\N	63		0	t		\N
5602	2	5	Altoona City Ordinance 1141	1923	1923	yes	1923-06-05	\N	63		0	t		\N
5603	2	5	Altoona City Ordinance 1161	1923	1923	yes	1923-08-18	\N	63		0	t		\N
5604	2	5	Altoona City Ordinance 2778	1930	1930	yes	1930-08-05	\N	69		0	t		\N
5605	30	3	Andalusia Borough Proposed 1929 Creation	1929	1930	no		\N	\N		0	f		\N
5606	31	5	Beaver Falls City 1930 Creation	1928	1930	yes	1930-01-06	\N	54		0	t		\N
5607	4	3	Beccaria Township-Chest Township-Jordan Township Proposed 1929 Boundary Ascertainment	1929	1930	unknown		\N	\N		0	f		\N
5608	30	3	Brighton Heights Borough Proposed 1930 Creation	1930	1930	no		\N	\N		0	f		\N
5609	2	5	Brookville Borough 1930 Ordinance	1930	1930	yes	1930-05-26	\N	71		0	t		\N
5610	2	5	Brownsville Borough 1930 Ordinance	1930	1930	yes	1930-12-30	\N	71		0	t		\N
5611	2	5	Clearfield Borough Ordinance 410	1929	1930	yes	1930-02-10	\N	71		0	t		\N
5612	2	5	Oil City City Ordinance 1146	1927	1927	yes	1927-06-13	\N	67		0	t		\N
5613	49	7	Darby Borough 1930 General Law	1930	1930	yes	1930-05-22	\N	38		0	f		\N
5614	11	4	Delaware County 4th to 3rd	1930	1930	yes	1930-12-30	\N	12		0	f		\N
5615	2	5	Donora Borough Ordinance 633	1929	1930	yes	1929-12-22	\N	67		0	t		\N
5616	2	5	Doylestown Borough Ordinance 158	1930	1930	yes	1930-11-05	\N	135		0	t		\N
5617	30	3	East York Borough Proposed 1929 Creation	1929	1930	no		\N	\N		0	f		\N
5618	2	5	Emaus Borough Ordinance 158	1922	1922	yes	1922-11-20	\N	77		0	t		\N
5619	2	5	Emaus Borough Ordinance 167	1925	1927	yes	1925-11-04	\N	135		0	t		\N
5620	2	5	Emaus Borough Ordinance 168	1925	1925	yes	1925-12-21	\N	77		0	t		\N
5621	2	5	Emaus Borough Ordinance 173	1926	1926	yes	1926-12-06	\N	67		0	t		\N
5622	4	3	Findlay Township-Moon Township 1930 Boundary Ascertainment	1929	1930	yes	1930-10-24	\N	34		0	f		\N
5623	30	3	Foxburg Borough 1930 Creation	1928	1930	yes	1930-02-06	\N	17		0	t		\N
5624	90	3	Foxburg Independent School District 1930 Dissolution	1930	1930	yes	1930-07-07	\N	208		0	f		\N
5625	30	3	Geistown Borough 1930 Creation	1929	1930	yes	1930-01-20	\N	14		0	t		\N
5626	30	3	Glenshaw Borough Proposed 1928 Creation (2)	1928	1930	no		\N	\N		0	f		\N
5627	2	5	Greensburg City Ordinance 63	1929	1930	yes	1930-01-30	\N	65		0	t		\N
5628	2	5	Greenville Borough Ordinance 444	1930	1930	yes	1930-05-21	\N	130		0	f		\N
5629	2	5	Greenville Borough Ordinance 448	1930	1930	yes	1930-05-21	\N	130		0	f		\N
5630	2	5	Grove City Borough 1924 Resolution	1924	1924	no		\N	\N		0	f		\N
5631	2	5	Grove City Borough Ordinance 248	1920	1920	yes	1920-11-03	\N	135		0	t		\N
5632	2	5	Grove City Borough Ordinance 315	1923	1923	yes	1923-04-06	\N	69		0	t		\N
5633	2	5	Grove City Borough Ordinance 365	1926	1926	yes	1926-11-03	\N	135		0	t		\N
5634	2	5	Hatfield Borough Ordinance 44	1929	1930	yes	1929-11-13	\N	91		0	t		\N
5635	4	3	Jackson Township-Penn Township Proposed 1930 Boundary Ascertainment	1930	1930	unknown		\N	\N		0	f		\N
