filingid	filingtype	filingspecific	filingnotpresent	filingdate	filingfiled	filingother	filingothertype	filingnotes	adjudication
3698	57				1952-05-17				4943
3699	9			1956-05-09					4943
3700	57				1942-02-25				8768
3701	20				1942-03-16				8768
3702	37			1942-03-27					8768
3703	34			1942-04-06					8768
3704	60			1942-04-15					8768
3705	25			1942-04-16					8768
3706	57				1960-10-06				5070
3707	34			1960-11-09	1960-11-09				5070
3708	9			1961-03-23	1961-03-28				5070
3709	57				1953-12-09				5056
3710	34			1955-01-28					5056
3711	9			1955-05-25					5056
3712	57				1953-08-24				3512
3713	99								3512
3714	34	"Rule Absolute"		1954-02-11					3512
3715	9			1954-05-10					3512
3716	57				1960-11-01				3525
3717	20				1960-11-14				3525
3718	55								3525
3719	82				1961-01-25				3525
3720	43			1961-02-24					3525
3721	34			1961-02-24					3525
3722	9			1961-07-13					3525
3723	57				1951-10-13				5428
3724	9			1952-01-15					5428
3725	57								11015
3726	51			1956-12-21	1956-12-21	1956-12-31	Hearing		11015
3727	34	copy of decree to be recorded with Recorder of Deeds		1957-01-14	1957-01-14				11015
3728	57				1957-09-30				11020
3729	52			1957-09-30					11020
3730	34			1957-11-25					11020
3731	57				1948-08-02				2083
3732	93					1948-07-30	Service on/before		2083
3733	52			1948-08-02					2083
3734	57				1948-08-02				2082
3735	93					1948-07-30	Service on/before		2082
3736	52			1948-08-02					2082
3737	9			1950-03-08					2082
3738	9			1950-03-08					2083
3739	57				1949-09-01				2085
3740	52	to be certified to Board of Elections		1949-08-27					2085
3741	20	of Manor Township			1949-09-06				2085
3742	34	appeal of ordinance sustained; annexation invalid		1950-10-28					2085
3743	57				1949-09-01				2086
3744	52	to be certified to the Board of Elections		1949-08-27					2086
3745	20	of Manor Township			1949-09-06				2086
3746	34	appeal of ordinance sustained; annexation invalid		1950-10-28					2086
3747	57				1951-01-31				2088
3748	20	of Manor Township		1951-02-03					2088
3749	20	of School District of Manor Township		1951-03-17					2088
3750	43			1951-10-13					2088
3751	34			1951-10-13					2088
3752	75			1952-12-19					2088
3753	9			1954-01-19					2088
3754	57				1952-08-09				3469
3755	93					1952-08-09	Service		3469
3756	75			1954-11-08					3469
3757	57				1953-08-28				3472
3758	93					1953-08-28	Service		3472
3759	57				1964-05-13				4952
3760	28				1964-05-13				4952
3761	57	certificate of secretary			1964-05-14				4952
3762	73	of the Elizabethville Echo			1964-05-14				4952
3763	57				1967-09-08				4959
3764	57				1967-09-08				4960
3765	57				1967-09-08				4961
3766	95					1946-08-09	Service on/before		2901
3767	57				1946-08-09				2901
3768	9			1947-09-08					2901
3769	57				1952-12-19				2914
3770	9			1953-03-19					2914
3771	57				1962-11-09				2937
3772	61			1962-12-10					2937
3773	34			1962-12-11		1962-12-11	Effective		2937
3774	9			1963-05-24					2937
3775	57				1963-03-07				5466
3776	93					1967-03-07	Service		5466
3777	34			1963-04-15					5466
3778	9			1964-01-15					5466
3779	57								2647
3780	34			1954-06-03					2647
3781	9			1954-11-08					2647
3782	57				1959-02-25				2659
3783	34			1959-03-30					2659
3784	57				1964-05-05				2678
3785	64	for appointment of commissioners			1964-06-02				2678
3786	55			1964-06-08					2678
3787	82				1965-05-04				2678
3788	61				1965-05-28				2678
3789	7				1965-08-16				2678
3790	64	for taking additional testimony			1965-09-17				2678
3791	37	continued for opinion		1965-11-09					2678
3792	97	waiver of argument			1965-11-22				2678
3793	34			1965-11-22					2678
3794	57				1963-04-01				5632
3795	75			1963-05-27					5632
3796	57				1963-07-06				5633
3797	9			1964-02-18					5633
3798	58				1951-06-04				10155
3799	51			1951-06-04		1951-06-18	Hearing		10155
3800	51			1954-07-19		1954-08-23	Hearing		10155
3801	35			1956-09-04					10155
3802	57				1939-11-22				1813
3803	52			1939-11-22					1813
3804	9			1940-10-10					1813
3805	57				1952-01-05				1909
3806	40								1909
3807	75			1952-12-19					1909
3808	57								1279
3809	34			1964-04-13		1964-04-28	Effective		1279
3810	9			1965-04-19					1279
3811	57								4830
3812	52			1962-06-22					4830
3813	31	due to death of previous attorney		1963-05-24					4830
3814	7	by Borough		1962-08-10	1963-01-04				4830
3815	55			1963-05-28					4830
3816	64	for extension of time for commissioners							4830
3817	49	granting 45-day extension to commissioners		1963-07-26					4830
3818	82								4830
3819	51			1963-10-04		1963-10-14	Hearing		4830
3820	34			1963-10-15					4830
3821	9			1964-05-14					4830
3822	43			1965-08-04					4833
3823	34			1965-08-04					4833
3824	57				1964-08-11				5603
3825	34			1964-09-24	1964-09-24	1964-11-03	Effective Immediately after Next Election		5603
3826	57				1965-02-02				5608
3827	49	dismissing complaint of Peters Township; affirming annexation		1965-03-11					5608
3828	48	proposed annexation found to serve public interests and is approved; Counsel for Borough directed to present a suitable decree for signature		1965-12-23	1965-12-23				5608
3829	34			1966-01-05	1966-01-05				5608
3830	57				1953-12-15				5589
3831	34			1954-08-16		1954-08-16	Effective		5589
3832	9			1955-11-09					5589
3833	57				1941-08-26				2270
3834	95					1941-08-26	Service		2270
3835	52			1941-08-26					2270
3836	9			1942-06-11	1942-06-12				2417
3837	57				1963-09-04				10171
3838	51			1963-09-04		1963-09-30	Hearing		10171
3839	34	affirming annexation		1964-03-20					10171
3840	57								9779
3841	34			1966-06-21		1966-06-21	Effective		9779
3842	57								9778
3843	34			1965-06-22		1965-06-21	Effective		9778
3844	57				1962-01-15				9775
3845	34			1962-06-09	1962-06-11				9775
3846	9			1962-09-07					9775
3847	57			1955-04-07	1955-04-11				9369
3848	62	why proceedings should not be stricken off			1956-03-24				9369
3849	91	why proceedings should not be stricken off		1956-03-24		1956-04-16	Returnable		9369
3850	9			1958-03-12					9369
3851	34			1962-05-29					2423
3852	75			1962-09-07					2423
3853	57				1965-06-03				5607
3854	34			1965-07-16					5607
3855	97			1955-07-29					3251
3856	34			1955-07-29					3251
3857	57				1955-06-01				3251
3858	9			1956-01-11					3251
3859	34			1946-12-23					1851
3860	9			1947-03-07					1851
3861	34			1947-12-12					1863
3862	9			1948-05-10					1863
3863	34			1949-06-20					1883
3864	22	affirming annexation		1950-04-28					1884
3865	9			1950-09-28					1884
3866	34			1950-02-21					1889
3867	9			1951-11-28					1889
3868	22			1952-12-01					1908
3869	75			1953-09-08					1908
3870	57				1952-12-18				10565
3871	9			1953-03-19					10565
3872	57				1960-11-14				2524
3873	9			1961-09-29					2524
3874	57				1959-03-05				3264
3875	34			1959-04-24		1959-05-20	Effective		3264
3876	9			1959-07-07					3264
3877	57				1953-03-18				4944
3878	93					1953-03-18	Service		4944
3879	9			1953-09-10					4944
3880	57				1953-03-18				4946
3881	93					1953-03-18	Service		4946
3882	9			1953-09-10					4946
3883	57				1949-04-29				3244
3884	9			1950-05-08					3244
3885	57				1966-06-10				4766
3886	34			1966-09-06					4766
3887	34			1961-09-01					2096
3888	9			1961-12-20					2096
3889	57				1960-11-28				11038
3890	61			1961-02-02					11038
3891	34			1961-02-16					11038
3892	34			1960-04-04					1950
3893	9			1960-11-17					1950
3894	57								10529
3895	20								10529
3896	57								10536
3897	44	ordinance null and void		1949-01-07					10536
3898	109								10536
3899	77	decree of lower court affirmed							10536
3900	57				1950-02-28				10544
3901	22	ordinance declared illegal and void		1951-08-16					10544
3902	109	appeal of Borough (176 April 1951)							10544
3903	109	appeal of SD of Boro (182 April 1951)							10544
3904	77	decree of lower court reversed; remanded to lower court							10544
3905	88				1952-07-17				235
3906	88				1952-07-17				236
3907	34	vacating order of August 17, 1951; complaint dismissed		1952-08-01					10544
3908	9			1953-03-09					10544
3909	57				1952-11-06				10562
3910	34			1954-11-23				per correspondence from Clerk of Courts	10562
3911	9			1955-06-08					10562
3912	57				1961-07-12				6843
3913	34			1962-02-15		1962-02-15	Effective		6843
3914	9			1942-02-10					2271
3915	58			1962-10-08					10165
3916	55			1962-10-08					10165
3917	64	of George J. Wagner and Catherine M. Wagner to also ascertain boundary with respect to Peters Township		1962-10-26					10165
3918	49	commissioners previously appointed also empowered to investigate facts concerning boundary lines between North Strabane, Nottingham, and Peters Townships		1962-10-29					10165
3919	82								10165
3920	26			1963-01-08					10165
3921	34			1963-02-11					10165
3922	9	as to boundary between North Strabane and Nottingham		1964-01-16					10165
3923	58			1962-12-31					10167
3924	34			1963-01-14					10167
3925	9			1964-01-16					10167
3926	57			1953-01-31	1953-~01-~01			date filed not in docket	10151
3927	9			1953-05-08					10151
3928	57				1956-11-23				5445
3929	34			1956-12-26					5445
3930	9			1958-07-09					5445
3931	57				1956-11-23				5444
3932	34			1956-12-26					5444
3933	9			1958-07-09					5444
3934	57				1955-11-16				5438
3935	34			1958-05-16		1955-12-19	Effective (nunc pro tunc)		5438
3936	9			1958-07-19					5438
3937	57				1953-10-28				5434
3938	34			1958-05-16		1953-11-30	Effective (nunc pro tunc)		5434
3939	9			1958-07-09					5434
3940	57				1961-02-11				5459
3941	34			1961-04-26		1961-05-17	Effective		5459
3942	9			1961-09-29					5459
3943	57				1959-11-10				5451
3944	34			1959-12-11					5451
3945	57				1959-11-23				5452
3946	34			1959-12-29					5452
3947	9			1960-05-13					5452
3948	9			1960-05-13					5451
3949	57				1960-08-19				5454
3950	34			1960-12-01					5454
3951	9			1961-05-10					5454
3952	57				1960-10-21				5455
3953	34			1960-12-01					5455
3954	9			1961-05-10					5455
3955	57								5369
3956	9			1959-07-08					5369
3957	34			1947-02-19					1855
3958	9			1947-05-09					1855
3959	57				1957-10-24				1868
3960	34			1947-12-10					1868
3961	57				1947-12-30				1869
3962	34			1948-02-10					1869
3963	22	affirming annexation		1947-12-30	1947-12-30				1867
3964	110								1867
3965	78	affirming annexation			1948-11-09	1948-09-27	Decided		1867
3966	58	with consent of property owners and joinder of City		1948-04-19					4671
3967	55			1948-04-21					4671
3968	82								4671
3969	26			1948-05-10					4671
3970	34			1948-06-10					4671
3971	9			1948-06-29					4671
3972	57				1950-08-04				2643
3973	20	of the Township of Ontelaunee			1950-09-02				2643
3974	91	why prayer of township should not be granted		1950-09-02					2643
3975	20	of Owen R. Reeser and Mame Henne			1950-09-05				2643
3976	91	why prayer of Reeser and Henne should not be granted		1950-09-05					2643
3977	7	to rule by Borough			1950-09-25				2643
3978	65				1951-07-03				2643
3979	49	Borough permitted to amend description of courses and distances of Borough prior to and after annexation		1951-07-03					2643
3980	43				1952-04-07				2643
3981	22	dismissing appeals		1952-04-07					2643
3982	109				1952-04-22				2643
3983	77	affirmed			1952-11-25				2643
3984	93					1950-08-04	Service on/before		2643
3985	75			1953-03-19					2643
3986	57				1959-06-03				4026
3987	61				1959-08-10				4026
3988	34			1959-08-10	1959-08-10				4026
3989	9			1964-08-13					4026
3990	57				1962-04-21				4036
3991	61				1962-05-31				4037
3992	34			1962-05-31					4037
3993	9				1964-08-13				4037
3994	57				1962-02-20				4035
3995	61				1962-03-26				4035
3996	34			1962-03-26	1962-03-26				4035
3997	9			1964-08-13					4035
3998	57								8347
3999	93					1952-12-20	Service		8347
4000	75			1953-05-08					8347
4001	57				1964-07-01				4041
4002	34			1964-08-03					4041
4003	9			1964-12-20					4041
4004	57				1965-10-29				4047
4005	34			1965-12-10		1965-12-10	Effective		4047
4006	9			1966-04-05					4047
4007	75			1950-11-10					1898
4008	9			1951-06-27					1898
4009	35			1962-10-15					1962
4010	9			1963-03-14					1962
4011	35			1965-03-15					1963
4012	9			1965-10-18					1963
4013	57				1949-11-25				3905
4014	17			1950-01-19					3905
4015	9			1950-03-22					3905
4016	57				1955-06-06				10582
4017	34			1955-07-08					10582
4018	75			1955-09-19					10582
4019	57				1958-05-05				11029
4020	52			1958-05-05					11029
4021	43			1959-01-26	1959-01-26				11029
4022	34			1959-01-26	1959-01-26				11029
4023	9			1960-10-06					11029
4024	57								8255
4025	34			1956-04-04					8255
4026	57								8256
4027	34			1956-04-04					8256
4028	57				1956-10-15				8260
4029	34			1957-01-18					8260
4030	75			1957-05-02					8260
4031	57				1957-01-18				8262
4032	34			1957-02-18					8262
4033	75			1957-05-03					8262
4034	57								8263
4035	34			1957-12-27					8263
4036	75			1957-05-03					8263
4037	57								8264
4038	34			1957-04-29					8264
4039	75			1958-04-08					8264
4040	57								8266
4041	34			1957-12-17					8266
4042	9			1958-07-10					8266
4043	57								8268
4044	34			1958-09-11					8268
4045	9			1958-12-01					8268
4046	93					1949-03-25	Service		1881
4047	57				1949-03-25				1881
4048	52			1949-03-25					1881
4049	64	to quash appeal		1950-10-02					229
4050	120			1950-11-10					229
4051	93					1949-11-01	Service		1887
4052	57				1949-10-31				1887
4053	52			1949-10-31					1887
4054	34			1950-04-18					1887
4055	109								1887
4056	9			1951-01-09					1887
4057	93					1952-01-07	Service		1911
4058	57				1952-01-07				1911
4059	20	of township			1952-02-02				1911
4060	22	appeal of Township and School District dismissed		1954-02-18					1911
4061	78	affirmed by Superior Court; petition for appeal rejected			1955-08-02				1911
4062	109								1911
4063	44	affirmed		1955-07-21					238
4064	64	for leave to appeal							458
4065	49	petition for reconsideration denied		1955-10-03					458
4066	9			1956-02-09					1911
4067	57				1952-09-27				2090
4068	9			1953-05-08					2090
4069	57				1947-03-12				3242
4070	95					1947-03-11	Service on/before		3242
4071	9			1947-06-03					3242
4072	95					1947-03-27	Service on/before		3243
4073	57				1947-04-07				3243
4074	9			1947-06-03					3243
4075	57				1954-11-26				3248
4076	75			1956-12-03					3248
4077	57				1956-06-26				11026
4078	52			1956-06-26					11026
4079	95					1956-06-19	Service on/before		11026
4080	9			1958-03-24					11026
4081	95					1958-06-07	Service on/before		11028
4082	57				1958-07-07				11028
4083	52			1958-07-07					11028
4084	75			1959-07-07					11028
4085	57				1952-02-11				11001
4086	95					1952-02-06	Service on/before		11001
4087	52			1952-02-11					11001
4088	20								11001
4089	97	appeal shall be dismissed as to Tract 1 (42.493 acres) only		1956-04-12					11001
4090	34	Ordinance of November 7, 1951 declared legal as to Tract 1 (42.493 acres)		1956-04-16					11001
4091	95					1950-06-09	Service on/before		10996
4092	57				1950-07-31				10996
4093	52			1950-07-31					10996
4094	95					1951-11-05	Service on/before		11000
4095	57				1951-12-03				11000
4096	52			1951-12-03					11000
4097	9			1954-03-09					11000
4098	75			1952-12-19					10996
4099	9			1956-05-09					10996
4100	57				1957-06-18				3255
4101	51			1957-08-02		1957-08-30	Hearing		3255
4102	34			1957-08-30					3255
4103	75			1958-04-07					3255
4104	57				1958-01-15				3262
4105	34			1958-04-18	1958-04-11				3262
4106	9			1958-07-03					3262
4107	57				1958-07-14				3263
4108	34			1958-09-26					3263
4109	75					1959-03-04	Meeting		3263
4110	57				1953-05-19				3245
4111	9			1962-06-04					3245
4112	57				1950-09-11				3508
4113	93					1950-09-11	Service on/before		3508
4114	75			1951-03-29					3508
4115	9			1952-01-15					3508
4116	57				1949-03-24				5232
4117	34			1949-06-16					5232
4118	9			1949-06-21					5232
4119	57				1958-08-21				5237
4120	9			1959-01-07					5237
4121	57				1959-07-09				5239
4122	61			1959-08-20					5239
4123	34			1959-08-21					5239
4124	9			1959-10-10					5239
4125	57				1959-07-03				5238
4126	9			1961-09-29					5238
4127	57				1951-01-22				8984
4128	40			1951-02-21					8984
4129	9			1951-06-27					8984
4130	57				1962-04-23				2935
4131	93					1962-04-23	Service on/before		2935
4132	40			1962-05-28					2935
4133	34			1962-06-15		1962-06-15	Effective		2935
4134	9			1962-10-08					2935
